XSBH(学生编号),JXJMC(奖学金名称),PDXN(评定学年),PDDJ(评定等级),JXJJZDW(奖学金捐赠单位),JLJB(奖励级别),FFJE(发放金额)
pjxyqwbk514,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxsqxbj936,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxsqxbj918,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqxbk950,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbj521,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbj153,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbl751,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbl704,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbj977,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj445,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj367,综合发展奖学金,2021,三等奖学金,,校级,600
pjxuqwbj552,综合发展奖学金,2021,特等奖学金,,校级,3000
pjxuqwbj583,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxuqwbj829,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxuqwbj559,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxuqwbj993,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj772,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk632,综合发展奖学金,2021,三等奖学金,,校级,600
pjxsqxbj944,综合发展奖学金,2021,三等奖学金,,校级,600
pjxsqxbj892,综合发展奖学金,2021,三等奖学金,,校级,600
pjxsqxbj900,综合发展奖学金,2021,三等奖学金,,校级,600
pjxsqxbj815,综合发展奖学金,2021,三等奖学金,,校级,600
pjxsqxbj905,综合发展奖学金,2021,三等奖学金,,校级,600
pjxuqwbj903,综合发展奖学金,2021,三等奖学金,,校级,600
pjxuqwbj892,综合发展奖学金,2021,三等奖学金,,校级,600
pjxuqwbj857,综合发展奖学金,2021,三等奖学金,,校级,600
pjxuqwbj545,综合发展奖学金,2021,三等奖学金,,校级,600
pjxuqwbj446,综合发展奖学金,2021,三等奖学金,,校级,600
pjxuqwbj527,综合发展奖学金,2021,三等奖学金,,校级,600
pjxuqwbj678,综合发展奖学金,2021,三等奖学金,,校级,600
pjxuqwbj454,综合发展奖学金,2021,三等奖学金,,校级,600
pjxuqwbj953,综合发展奖学金,2021,三等奖学金,,校级,600
pjxuqwbj894,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj885,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbj554,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbk885,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbj859,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbj384,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbj923,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbj741,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbk048,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj084,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk399,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbl906,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxsqxbj984,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxuqwbj663,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbj921,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbk995,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbj167,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbj580,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbj520,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbj422,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbj410,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbj288,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbj286,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbj153,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbj152,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbj106,综合发展奖学金,2022,三等奖学金,,校级,600
pjxuqwbj606,华萌奖学金,2022,卓越奖,,,10000
pjwtqxbj931,华萌奖学金,2022,卓越奖,,,10000
pjxuqwbj552,华萌奖学金,2022,奖学金,,,5000
pjxyqwbj674,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxsqxbj779,综合发展奖学金,2021,三等奖学金,,校级,600
pjxsqxbj953,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbk603,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbk966,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj469,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj630,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj455,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk799,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj917,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj410,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk329,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk717,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj791,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj239,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk759,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk151,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj124,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk927,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj968,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk867,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbl804,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbl828,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj648,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj853,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbj663,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj796,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbk856,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj780,综合发展奖学金,2021,三等奖学金,,校级,600
pjxrqxbj969,单项奖学金,2021,不分等级,,校级,600
pjxrqxbj954,单项奖学金,2021,不分等级,,校级,600
pjxrqxbj978,单项奖学金,2021,不分等级,,校级,600
pjxrqxbj944,单项奖学金,2021,不分等级,,校级,600
pjxrqxbj898,单项奖学金,2021,不分等级,,校级,600
pjxrqxbj996,单项奖学金,2021,不分等级,,校级,600
pjxyqwbj410,单项奖学金,2021,不分等级,,校级,600
pjxyqwbk829,单项奖学金,2021,不分等级,,校级,600
pjxyqwbj734,单项奖学金,2021,不分等级,,校级,600
pjxyqxbj653,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxyqxbk629,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxyqxbj474,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxyqxbk070,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxyqxbk647,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxyqxbj046,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxyqxbj544,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbj927,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbj896,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbk411,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbj893,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbj932,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqwbj769,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqxbk936,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqxbl815,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqxbj635,毕业生奖学金,2023,三等奖学金,,校级,600
pjxuqwbj537,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqxbl927,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqxbj724,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqwbj732,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqwbj622,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqwbk964,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbj538,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbj905,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbj113,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk991,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxyqwbj061,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj787,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj769,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbl735,综合发展奖学金,2021,特等奖学金,,校级,3000
pjxuqwbj918,综合发展奖学金,2021,三等奖学金,,校级,600
pjxuqwbj976,综合发展奖学金,2021,三等奖学金,,校级,600
pjxuqwbj871,综合发展奖学金,2021,三等奖学金,,校级,600
pjxuqwbj724,综合发展奖学金,2021,三等奖学金,,校级,600
pjxuqwbj659,综合发展奖学金,2021,三等奖学金,,校级,600
pjxuqwbj698,综合发展奖学金,2021,三等奖学金,,校级,600
pjxuqwbj473,综合发展奖学金,2021,三等奖学金,,校级,600
pjxuqwbj574,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk534,综合发展奖学金,2021,三等奖学金,,校级,600
pjxsqxbj994,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxsqxbj918,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxsqxbj778,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxsqxbj876,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxsqxbj871,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxqzxbj994,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxqzxbj989,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxqzxbj980,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbk957,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbk090,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbk199,感恩中国近现代科学家奖助学金,2022,助学金,,,10000
pjxyqwbk595,毕业生奖学金,2023,三等奖学金,,校级,600
pjxuqwbj666,毕业生奖学金,2023,特等奖学金,,校级,3000
pjxuqwbj574,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxuqwbj986,毕业生奖学金,2023,三等奖学金,,校级,600
pjxuqwbj539,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqxbl906,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqxbk516,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqwbj822,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqwbj808,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqwbj732,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbl907,综合发展奖学金,2021,三等奖学金,,校级,600
pjxuqwbj536,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxuqwbj644,综合发展奖学金,2021,二等奖学金,,校级,1000
pjwrqxbj967,综合发展奖学金,2021,二等奖学金,,校级,1000
pjwrqxbj925,综合发展奖学金,2021,二等奖学金,,校级,1000
pjwrqxbj882,综合发展奖学金,2021,二等奖学金,,校级,1000
pjwrqxbj938,综合发展奖学金,2021,三等奖学金,,校级,600
pjwrqxbj985,综合发展奖学金,2021,三等奖学金,,校级,600
pjwrqxbj944,综合发展奖学金,2021,三等奖学金,,校级,600
pjxsqxbj936,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbj282,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbk706,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxsqxbj824,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbk650,综合发展奖学金,2021,三等奖学金,,校级,600
pjxpqxbj973,综合发展奖学金,2021,三等奖学金,,校级,600
pjxpqxbj962,综合发展奖学金,2021,三等奖学金,,校级,600
pjxpqxbj981,综合发展奖学金,2021,三等奖学金,,校级,600
pjxpqxbj985,综合发展奖学金,2021,三等奖学金,,校级,600
pjxpqxbj916,综合发展奖学金,2021,三等奖学金,,校级,600
pjxpqxbj967,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbk520,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbk804,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbk902,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk398,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk264,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk429,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj404,综合发展奖学金,2021,三等奖学金,,校级,600
pjxwxxbj945,综合发展奖学金,2021,三等奖学金,,校级,600
pjxuqwbj539,综合发展奖学金,2021,三等奖学金,,校级,600
pjxuqwbj572,综合发展奖学金,2021,三等奖学金,,校级,600
pjxuqwbj805,国家励志奖学金,2022,不分等级,,国家级,5000
pjxuqwbj714,国家励志奖学金,2022,不分等级,,国家级,5000
pjxuqwbj691,国家励志奖学金,2022,不分等级,,国家级,5000
pjxuqwbj679,国家励志奖学金,2022,不分等级,,国家级,5000
pjxuqwbj674,国家励志奖学金,2022,不分等级,,国家级,5000
pjxuqwbj500,国家励志奖学金,2022,不分等级,,国家级,5000
pjxwzxbj997,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxwxxbj946,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqwbj524,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqwbj245,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqxbj757,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbj512,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbk728,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbk411,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbk053,综合发展奖学金,2022,三等奖学金,,校级,600
pjxxxxbj937,综合发展奖学金,2022,三等奖学金,,校级,600
pjxuqwbj591,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqwbj531,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqwbj487,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqwbj430,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqwbj379,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqwbj266,毕业生奖学金,2023,三等奖学金,,校级,600
pjxrqxbj939,毕业生奖学金,2023,三等奖学金,,校级,600
pjxrqxbj937,毕业生奖学金,2023,三等奖学金,,校级,600
pjxqqxbj974,毕业生奖学金,2023,一等奖学金,,校级,1500
pjxyqwbk928,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqwbk910,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqwbk646,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqwbk544,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqwbj691,综合发展奖学金,2022,一等奖学金,,校级,1500
pjxyqwbj431,综合发展奖学金,2022,一等奖学金,,校级,1500
pjxyqwbj223,综合发展奖学金,2022,一等奖学金,,校级,1500
pjxyqxbk615,综合发展奖学金,2023,二等奖学金,,校级,1000
pjxyqxbl817,综合发展奖学金,2022,二等奖学金,,校级,1000
pjwrqxbj890,综合发展奖学金,2022,二等奖学金,,校级,1000
pjxyqxbj955,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbj921,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbj633,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbj628,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbk908,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbk852,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbk715,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbk581,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbk571,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqwbj971,单项奖学金,2022,不分等级,,校级,600
pjxyqwbj634,单项奖学金,2022,不分等级,,校级,600
pjxyqwbj445,单项奖学金,2022,不分等级,,校级,600
pjxyqwbj385,单项奖学金,2022,不分等级,,校级,600
pjxyqwbk767,单项奖学金,2022,不分等级,,校级,600
pjxyqwbj322,单项奖学金,2022,不分等级,,校级,600
pjxyqwbj278,单项奖学金,2022,不分等级,,校级,600
pjxyqwbj269,单项奖学金,2022,不分等级,,校级,600
pjxyqwbj248,单项奖学金,2022,不分等级,,校级,600
pjxyqwbj243,单项奖学金,2022,不分等级,,校级,600
pjxyqxbk444,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqxbk329,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqxbk592,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqxbl989,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqxbl817,毕业生奖学金,2023,三等奖学金,,校级,600
pjxuqwbj663,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqxbj046,综合发展奖学金,2022,一等奖学金,,校级,1500
pjxyqxbk950,综合发展奖学金,2022,一等奖学金,,校级,1500
pjxyqxbk880,综合发展奖学金,2022,一等奖学金,,校级,1500
pjxyqxbk629,综合发展奖学金,2022,一等奖学金,,校级,1500
pjxxxxbj958,综合发展奖学金,2022,一等奖学金,,校级,1500
pjxxxxbj957,综合发展奖学金,2022,一等奖学金,,校级,1500
pjxyqxbj129,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqwbj905,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqwbj847,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqwbj838,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqwbj836,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbj001,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqxbk951,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqxbk852,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxuqwbj515,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxrqxbj903,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqwbk808,综合发展奖学金,2022,一等奖学金,,校级,1500
pjxxxxbj921,综合发展奖学金,2022,三等奖学金,,校级,600
pjxxxxbj917,综合发展奖学金,2022,三等奖学金,,校级,600
pjxxxxbj911,综合发展奖学金,2022,三等奖学金,,校级,600
pjxuqwbj546,综合发展奖学金,2022,三等奖学金,,校级,600
pjxsqxbj969,综合发展奖学金,2022,三等奖学金,,校级,600
pjxuqwbj906,毕业生奖学金,2023,三等奖学金,,校级,600
pjxuqwbj833,毕业生奖学金,2023,三等奖学金,,校级,600
pjxuqwbj818,毕业生奖学金,2023,三等奖学金,,校级,600
pjxuqwbj800,毕业生奖学金,2023,三等奖学金,,校级,600
pjxuqwbj774,毕业生奖学金,2023,三等奖学金,,校级,600
pjxsqxbj893,华萌奖学金,2022,卓越奖,,,10000
pjxrqxbj908,华萌奖学金,2022,卓越奖,,,10000
pjxrqxbj996,华萌奖学金,2022,卓越奖,,,10000
pjxyqxbk382,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbk375,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbl753,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqwbj930,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbj478,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbl931,综合发展奖学金,2022,三等奖学金,,校级,600
pjxuqwbj953,综合发展奖学金,2022,三等奖学金,,校级,600
