JSMC(竞赛名称),HJJB(获奖级别),HJDJ(获奖等级),HJSJ(获奖时间),XHHGH(学号或工号),NJ(年级),XY(学院),ZY(专业),DNPX(队内排序),ZZ(职责)
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjwrqxbj951,2020级,先进材料与纳米科技学院,材料科学与工程,1,论文
第十四届全国大学生数学竞赛,省级,一等奖,2023-01-01 00:00:00,pjxyqwbj219,2020级,人工智能学院,人工智能,1,学生
第十四届全国大学生数学竞赛,省级,一等奖,2023-01-01 00:00:00,pjxyqxbj242,2020级,微电子学院,集成电路设计与集成系统,1,学生
第十三届全国大学生数学竞赛,省级,三等奖,2021-12-01 00:00:00,pjxrqxbj988,20级,数学与统计学院,数学类,1,学生
第十三届全国大学生数学竞赛,省级,一等奖,2021-12-01 00:00:00,pjxyqwbj441,20级,计算机科学与技术学院,计算机科学与技术专业,1,学生
第十三届全国大学生数学竞赛,省级,一等奖,2021-12-01 00:00:00,pjxyqwbj384,20级,计算机科学与技术学院,计算机科学与技术,1,学生
第十三届全国大学生数学竞赛,省级,一等奖,2021-12-01 00:00:00,pjxyqwbk534,20级,计算机科学与技术学院,计算机科学与技术,1,学生
第46届ICPC国际大学生程序设计竞赛亚洲区域赛Ec-Final决赛,国家级,铜奖,2022-07-01 00:00:00,pjxyqwbj216,2020级,计算机科学与技术学院,计算机科学与技术,1,学生
第46届ICPC国际大学生程序设计竞赛亚洲区域赛Ec-Final决赛,国家级,铜奖,2022-07-01 00:00:00,pjxyqwbj570,2020级,计算机科学与技术学院,计算机科学与技术,1,学生
第十四届全国大学生数学竞赛,省级,三等奖,2023-01-01 00:00:00,pjxuqwbj580,2020级,网络与信息安全学院,网络空间安全,1,学生
第十四届全国大学生数学竞赛,省级,一等奖,2023-01-01 00:00:00,pjxyqxbk180,2020级,通信工程学院,通信工程,1,学生
第十四届全国大学生数学竞赛,省级,三等奖,2023-01-01 00:00:00,pjxyqwbj410,2020级,网络与信息安全学院,网络空间安全,1,学生
第十四届全国大学生数学竞赛,省级,二等奖,2023-01-01 00:00:00,pjxyqwbj977,2020级,计算机科学与技术学院,计算机科学与技术,1,学生
国际数学建模竞赛,国际级,特等提名奖,2023-05-01 00:00:00,pjxyqwbj428,2020级,人工智能学院,智能科学与技术,1,建模
国际数学建模竞赛,国际级,特等提名奖,2023-05-01 00:00:00,pjxyqwbj384,2020级,计算机科学与技术学院,计算机科学与技术,1,编程
国际数学建模竞赛,国际级,特等提名奖,2023-05-01 00:00:00,pjxyqwbj930,2020级,微电子学院,微电子科学与工程,1,论文
国际数学建模竞赛,国际级,特等提名奖,2023-05-01 00:00:00,pjxyqxbk680,2020级,微电子学院,集成电路设计与集成系统,1,建模
国际数学建模竞赛,国际级,特等提名奖,2023-05-01 00:00:00,pjxyqxbl830,2020级,微电子学院,集成电路设计与集成系统,1,论文
国际数学建模竞赛,国际级,特等提名奖,2023-05-01 00:00:00,pjwtqxbj974,2020级,生命科学技术学院,智能医学工程,1,编程
第十四届全国大学生数学竞赛,省级,三等奖,2023-01-01 00:00:00,pjxyqxbk335,2020级,竹园三号书院/电子工程学院,电子信息工程,1,学生
第十四届全国大学生数学竞赛,省级,三等奖,2023-01-01 00:00:00,pjxyqxbj868,2020级,微电子学院,集成电路设计与集成系统,1,学生
第十四届全国大学生数学竞赛,省级,一等奖,2023-01-01 00:00:00,pjxyqxbj001,2020级,微电子学院,微电子科学与工程,1,学生
第十四届全国大学生数学竞赛,省级,三等奖,2023-01-01 00:00:00,pjxyqxbk844,2020级,微电子学院,微电子科学与工程,1,学生
第十四届全国大学生数学竞赛,省级,二等奖,2023-01-01 00:00:00,pjxyqxbk683,2020级,竹园三号书院/微电子学院,集成电路设计与集成系统,1,学生
第十四届全国大学生数学竞赛,省级,二等奖,2023-01-01 00:00:00,pjxyqwbk910,2020级,计算机科学与技术学院,计算机科学与技术专业,1,学生
第十四届全国大学生数学竞赛,省级,三等奖,2023-01-01 00:00:00,pjxyqxbj935,2020级,通信工程学院,通信工程,1,学生
第十四届全国大学生数学竞赛,省级,三等奖,2023-01-01 00:00:00,pjxuqwbj838,2020级,机电工程学院,自动化,1,学生
第十四届全国大学生数学竞赛,省级,二等奖,2023-01-01 00:00:00,pjxyqxbl954,2020级,电子工程学院,电子信息工程,1,学生
国际数学建模竞赛,国际级,一等奖,2023-05-01 00:00:00,pjxyqxbk865,2020级,通信工程学院,通信工程,1,论文
国际数学建模竞赛,国际级,一等奖,2023-05-01 00:00:00,pjxsqxbj893,2020级,经济与管理学院,信息管理与信息系统,1,编程
中国大学生计算机设计大赛,国家级,二等奖,2022-08-01 00:00:00,pjxpqxbj963,2020,外国语学院,外国语言文学类,3,队员
第八届中国国际“互联网+”大学生创新创业大赛全国总决赛,国家级,三等奖,2022-11-01 00:00:00,pjxxxxbj958,2020,通信工程学院,通信工程,10,学生
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqxbl730,2020级,电子工程学院,电子信息工程,3,编程
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqxbk961,2020级,竹园三号书院,电子信息工程,1,建模
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqwbj518,2020级,网络与信息安全学院,信息安全,1,编程
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxuqwbj904,2020级,机电工程学院,自动化,1,编程
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqxbk677,2020级,电子工程书院,电子信息类,1,论文
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxrqxbj891,2020级,数学与统计学院,统计学,1,编程
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqxbk335,2020级,电子工程学院,电子信息工程,1,论文
国际数学建模竞赛,国际级,一等奖,2023-05-01 00:00:00,pjxrqxbj937,2020级,数学与统计学院,信息与计算科学,1,建模
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqxbj146,2020级,微电子学院,微电子科学与工程,1,建模
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqxbk980,2020级,电子工程学院,电子信息工程,1,论文
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqxbj113,2020级,微电子学院,微电子科学与工程,1,建模
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjvyzxbj997,2020级,人工智能学院,智能科学与技术,1,论文
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxsqxbj981,2020级,经济与管理学院,信息管理与信息系统,1,论文
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxsqxbj982,2020级,经济与管理学院,大数据管理与应用,1,建模
第46届ICPC国际大学生程序设计竞赛亚洲区域赛(上海站),国家级,铜奖,2021-11-01 00:00:00,pjxyqwbj216,2020级,计算机科学与技术学院,计算机科学与技术,1,学生
第十一届“挑战杯”西部某省省大学生创业计划竞赛,省级,银奖,2022-06-01 00:00:00,pjxxxxbj958,2020级,通信工程学院,通信工程,1,学生
中国大学生计算机设计大赛,省级,三等奖,2022-05-01 00:00:00,pjxyqxbj922,2020,微电子学院,集成电路设计与集成系统,2,队员
中国大学生计算机设计大赛,省级,三等奖,2022-05-01 00:00:00,pjxyqxbk070,2020,通信工程学院,通信工程,3,队员
中国大学生计算机设计大赛,省级,三等奖,2022-05-01 00:00:00,pjxyqxbj067,2020,光电工程学院,光电信息科学与工程,3,队员
中国大学生计算机设计大赛,省级,三等奖,2022-05-01 00:00:00,pjxuqwbj545,2020,机电工程学院,工业设计,1,队长
中国大学生计算机设计大赛,省级,三等奖,2022-05-01 00:00:00,pjxuqwbj470,2020,机电工程学院,工业设计,3,队员
第9届西部某省省大学生程序设计竞赛,省级,金奖,2022-05-01 00:00:00,pjxuqwbj738,2020级,机电工程学院,机器人工程,1,学生
第十四届全国大学生数学竞赛,省级,三等奖,2023-01-01 00:00:00,pjxrqxbj983,2020级,数学与统计学院,数学与应用数学,1,学生
第十四届全国大学生数学竞赛,省级,三等奖,2023-01-01 00:00:00,pjxyqxbj240,2020级,微电子学院,微电子科学与工程,1,学生
第十四届全国大学生数学竞赛,省级,三等奖,2023-01-01 00:00:00,pjxyqwbk562,2020级,人工智能学院,智能科学与技术,1,学生
第十四届全国大学生数学竞赛,省级,二等奖,2023-01-01 00:00:00,pjxyqwbj225,2020级,计算机科学与技术学院,计算机科学与技术,1,学生
国际数学建模竞赛,国际级,特等提名奖,2023-05-01 00:00:00,pjxyqxbj129,2020级,竹园一号书院,计算机科学与计术,1,编程
国际数学建模竞赛,国际级,特等提名奖,2023-05-01 00:00:00,pjxyqwbj478,2020级,竹园一号书院,计算机科学与计术,1,建模
国际数学建模竞赛,国际级,特等提名奖,2023-05-01 00:00:00,pjxyqxbj907,2020级,竹园一号书院,计算机科学与计术,1,论文
国际数学建模竞赛,国际级,特等提名奖,2023-05-01 00:00:00,pjxrqxbj955,2020级,计算机科学与技术学院,软件工程,1,论文
国际数学建模竞赛,国际级,特等提名奖,2023-05-01 00:00:00,pjwrqxbj988,2020级,网络与信息安全学院,网络空间安全,1,建模
国际数学建模竞赛,国际级,特等提名奖,2023-05-01 00:00:00,pjxyqwbk931,2020级,人工智能学院,人工智能,1,编程
国际数学建模竞赛,国际级,特等提名奖,2023-05-01 00:00:00,pjxsqxbj904,2020级,经济与管理学院,大数据管理与应用,1,论文
国际数学建模竞赛,国际级,特等提名奖,2023-05-01 00:00:00,pjxyqxbk199,2020,微电子学院,微电子科学与工程,1,建模
国际数学建模竞赛,国际级,特等提名奖,2023-05-01 00:00:00,pjxyqwbj006,2020,网络与信息安全学院,信息安全,1,论文
第十四届全国大学生数学竞赛,省级,三等奖,2023-01-01 00:00:00,pjxsqxbj971,2020级,物理学院,应用物理学,1,学生
第十四届全国大学生数学竞赛,省级,二等奖,2023-01-01 00:00:00,pjxyqxbj903,2020级,竹园三号书院,计算机科学与技术卓越班,1,学生
第十四届全国大学生数学竞赛,省级,三等奖,2023-01-01 00:00:00,pjwtqxbj935,2020级,光电工程学院,电子科学与技术,1,学生
第十四届全国大学生数学竞赛,省级,二等奖,2023-01-01 00:00:00,pjxuqwbj673,2020级,竹园一号书院,测控技术与仪器,1,学生
第十四届全国大学生数学竞赛,省级,二等奖,2023-01-01 00:00:00,pjxyqxbj813,2020级,光电工程学院,电子科学与技术,1,学生
第十四届全国大学生数学竞赛,省级,二等奖,2023-01-01 00:00:00,pjxyqwbj053,2020级,竹园一号书院,计算机科学与技术,1,学生
国际数学建模竞赛,国际级,一等奖,2023-05-01 00:00:00,pjxyqxbk024,2020级,通信工程学院,通信工程,1,编程
第十一届“挑战杯”西部某省省大学生创业计划竞赛,省级,金奖,2022-06-01 00:00:00,pjxyqwbj820,2020级,计算机科学与技术,软件工程专业,3,学生
第十一届“挑战杯”西部某省省大学生创业计划竞赛,省级,金奖,2022-06-01 00:00:00,pjxyqwbj936,2020级,计算机科学与技术,计算机科学与技术专业,6,学生
第十一届“挑战杯”西部某省省大学生创业计划竞赛,省级,金奖,2022-06-01 00:00:00,pjxyqwbj478,2020级,计算机科学与技术,计算机科学与技术专业,10,学生
第十一届“挑战杯”西部某省省大学生创业计划竞赛,省级,金奖,2022-06-01 00:00:00,pjxuqwbj606,2020级,机电工程学院,自动化,12,学生
第十一届“挑战杯”西部某省省大学生创业计划竞赛,省级,金奖,2022-06-01 00:00:00,pjxyqwbj625,2020级,计算机科学与技术,软件工程专业,8,学生
中国大学生计算机设计大赛,省级,三等奖,2022-05-01 00:00:00,pjxyqwbk706,2020,计算机科学与技术学院,数据科学与大数据技术,3,队员
第9届西部某省省大学生程序设计竞赛,省级,银奖,2022-05-01 00:00:00,pjxyqwbj216,2020级,计算机科学与技术学院,计算机科学与技术,1,学生
第9届西部某省省大学生程序设计竞赛,省级,银奖,2022-05-01 00:00:00,pjxyqwbk729,2020级,计算机科学与技术学院,软件工程,1,学生
全国大学生电子商务“创新、创意及创业”挑战赛,省级,三等奖,2022-04-01 00:00:00,pjxsqxbj892,2020,经济与管理学院,工商管理,2,队员
全国大学生电子商务“创新、创意及创业”挑战赛,省级,三等奖,2022-04-01 00:00:00,pjxyqxbk581,2020,微电子学院,集成电路设计与集成系统,4,队员
全国大学生电子商务“创新、创意及创业”挑战赛,省级,三等奖,2022-04-01 00:00:00,pjxyqxbj662,2020,微电子学院,集成电路设计与集成系统,5,队员
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqxbj052,2020级,计算机科学与技术学院,软件工程,1,论文
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqwbk787,2020级,计算机科学与技术学院,计算机科学与技术,1,编程
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqwbj431,2020级,人工智能学院,人工智能,1,建模
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqwbj403,2020级,计算机科学与技术学院,计算机科学与技术,1,论文
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjwtqxbj979,2020级,生命科学技术学院,生物医学工程,1,建模
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjwtqxbj931,2020级,生命科学技术学院,生物医学工程,1,论文
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqwbj407,2020,网络与信息安全学院,网络空间安全,1,编程
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqxbk604,2020级,光电工程学院,电子科学与技术,1,建模
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqxbj330,2020级,电子工程学院,电子信息工程,1,编程
国际数学建模竞赛,国际级,一等奖,2023-05-01 00:00:00,pjxuqwbj788,2020级,机电工程学院,机械设计制造及其自动化,1,编程
国际数学建模竞赛,国际级,一等奖,2023-05-01 00:00:00,pjwtqxbj925,2020级,网络与信息安全学院,网络空间安全,1,建模
国际数学建模竞赛,国际级,一等奖,2023-05-01 00:00:00,pjwtqxbj953,2020级,生命科学技术学院,智能医学工程,1,编程
国际数学建模竞赛,国际级,一等奖,2023-05-01 00:00:00,pjwtqxbj993,2020级,生命科学技术学院,生物医学工程,1,论文
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxxxxbj980,2020级,通信工程学院,通信工程,1,建模
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxxxxbj942,2020级,通信工程学院,通信工程,1,论文
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqwbj171,2020级,网络与信息安全学院,网络空间安全,1,编程
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxuqwbj606,2020级,机电工程学院,电气工程及其自动化,1,论文
国际数学建模竞赛,国际级,二等奖,2023-05-01 00:00:00,pjxyqxbk481,2020级,通信工程学院,通信工程,1,论文
第十四届全国大学生数学竞赛,省级,二等奖,2023-01-01 00:00:00,pjxyqxbj817,2020级,空间科学与技术学院,空间科学与技术,1,学生
第十四届全国大学生数学竞赛,省级,三等奖,2023-01-01 00:00:00,pjxyqxbk429,2020级,电子工程学院,电子信息工程,1,学生
第46届ICPC国际大学生程序设计竞赛亚洲区域赛(南京站),国家级,铜奖,2021-12-01 00:00:00,pjxyqwbj570,2020级,计算机科学与技术学院,计算机科学与技术,1,学生
第七届中国大学生程序设计竞赛,国家级,银奖,2021-11-01 00:00:00,pjxyqwbj570,2020级,计算机科学与技术学院,计算机科学与技术,1,学生
第9届西部某省省大学生程序设计竞赛,省级,铜奖,2022-05-01 00:00:00,pjxyqxbj888,2021级,通信工程学院,通信工程,1,学生
第八届中国国际“互联网+”大学生创新创业大赛全国总决赛,国家级,三等奖,2022-11-01 00:00:00,pjxyqxbk950,2020,通信工程学院,通信工程,14,学生
第八届中国国际“互联网+”大学生创新创业大赛全国总决赛,国家级,三等奖,2022-11-01 00:00:00,pjxxxxbj915,2020,通信工程学院,通信工程,15,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,一等奖,2022-08-01 00:00:00,pjxyqwbk782,2020,人工智能学院,智能科学与技术,3,学生
