XH,XB(学生性别),NJ(年级),YX(院系),ZY(专业),BJ(班级),BH(班号),TCNF(体测年份),ZF(总分),BZ(备注),BMI(身高/体重),FHL(肺活量),WS(50米),LDTY(立定跳远),ZWTQQ(坐位体前屈),BB(800米),YQ(1000米),YWQZ(仰卧起坐),YTXS(引体向上)
pjxyqxbj646,男,2020级,通信工程学院,通信工程,2001011,2001011,2022.0,66.1,正常,183/64,3878.0,7.3,203.0,14.7,,4.05,,4.0
pjxyqxbj646,男,2020级,通信工程学院,通信工程,2001011,2001011,2023.0,65.5,正常,182/66,3562.0,7.2,200.0,9.4,,4.54,,12.0
pjxyqwbj828,男,2020级,网络与信息安全学院,信息安全,2018011,2018011,2020.0,84.2,正常,171/68.5,4275.0,6.8,235.0,14.4,,4.0,,18.0
pjxyqwbj828,男,2020级,网络与信息安全学院,信息安全,2018011,2018011,2021.0,80.9,正常,170/68,4003.0,6.7,218.0,18.3,,4.13,,13.0
pjxyqwbj828,男,2020级,网络与信息安全学院,信息安全,2018011,2018011,2022.0,76.5,正常,171.5/70,4290.0,7.01,229.0,18.3,,3.59,,10.0
pjxyqwbj828,男,2020级,网络与信息安全学院,信息安全,2018011,2018011,2023.0,22.0,正常,,,7.0,,,,,,11.0
pjxyqxbj478,男,2020级,光电工程学院,电子科学与技术,2005018,2005018,2023.0,66.2,正常,179/76,5602.0,8.31,236.0,17.0,,4.59,,1.0
pjxuqwbj593,男,2020级,机电工程学院,机械设计制造及其自动化,2004012,2004012,2021.0,70.8,正常,180.5/69,4312.0,6.86,211.0,9.1,,4.16,,4.0
pjxuqwbj593,男,2020级,机电工程学院,机械设计制造及其自动化,2004012,2004012,2022.0,54.7,正常,179.5/75,4381.0,7.2,210.0,7.5,,,,3.0
pjxuqwbj593,男,2020级,机电工程学院,机械设计制造及其自动化,2004012,2004012,2023.0,50.3,正常,181/73,4122.0,8.34,208.0,4.3,,,,
pjxuqwbj593,男,2020级,机电工程学院,机械设计制造及其自动化,2004012,2004012,2020.0,32.4,正常,181/73,3862.0,,178.0,8.0,,,,
pjxyqxbk286,女,2020级,电子工程学院,信息对抗技术,2002031,2002031,2020.0,77.7,正常,166/55,2900.0,10.15,163.0,30.0,3.53,,36.0,
pjxyqxbk286,女,2020级,电子工程学院,信息对抗技术,2002031,2002031,2021.0,76.1,正常,167/54,3100.0,10.2,155.0,25.0,4.0,,36.0,
pjxyqxbk286,女,2020级,电子工程学院,信息对抗技术,2002031,2002031,2022.0,77.7,正常,166/57,3052.0,9.71,167.0,24.4,4.02,,38.0,
pjxyqxbk286,女,2020级,电子工程学院,信息对抗技术,2002031,2002031,2023.0,55.0,正常,164/60,2861.0,12.0,160.0,16.0,4.44,,36.0,
pjxuqwbj830,男,2020级,机电工程学院,自动化,2004031,2004031,2020.0,62.2,正常,166/45,3400.0,7.9,230.0,5.0,,4.15,,0.0
pjxuqwbj830,男,2020级,机电工程学院,自动化,2004031,2004031,2021.0,63.4,正常,168/46,3130.0,7.7,220.0,8.6,,4.0,,0.0
pjxuqwbj830,男,2020级,机电工程学院,自动化,2004031,2004031,2022.0,57.1,正常,169/49,3560.0,8.2,231.0,8.8,,4.54,,0.0
pjxuqwbj830,男,2020级,机电工程学院,自动化,2004031,2004031,2023.0,44.0,正常,168/46,3023.0,8.0,208.0,11.8,,,,
pjxyqwbj408,男,2020级,计算机科学与技术学院,软件工程,2003052W,200301208,2020.0,55.2,正常,175/79,4109.0,8.7,187.0,11.8,,4.38,,5.0
pjxyqwbj408,男,2020级,计算机科学与技术学院,软件工程,2003052W,200301208,2021.0,74.5,正常,177/69.5,4035.0,7.97,198.0,17.8,,4.24,,19.0
pjxyqwbj408,男,2020级,计算机科学与技术学院,软件工程,2003052W,200301208,2022.0,71.8,正常,175.5/61,3042.0,7.3,198.0,17.4,,4.31,,23.0
pjxyqwbj408,男,2020级,计算机科学与技术学院,软件工程,2003052W,200301208,2023.0,57.0,正常,177/75,4639.0,8.8,100.0,12.9,,5.32,,12.0
pjxpqxbj937,女,2020级,外国语学院,英语,2009011,2009011,2020.0,78.7,正常,165/48,2600.0,9.05,160.0,25.0,3.52,,38.0,
pjxpqxbj937,女,2020级,外国语学院,英语,2009011,2009011,2021.0,75.6,正常,168/54,2750.0,9.43,157.0,25.1,4.17,,35.0,
pjxpqxbj937,女,2020级,外国语学院,英语,2009011,2009011,2022.0,78.6,正常,165/52,3452.0,9.13,154.0,22.9,4.24,,40.0,
pjxpqxbj937,女,2020级,外国语学院,英语,2009011,2009011,2023.0,42.4,正常,165/52,3103.0,,,18.2,,,43.0,
pjxyqxbk335,男,2020级,电子工程学院,电子信息工程,2002019,2002019,2020.0,68.1,正常,178/72,4025.0,7.2,225.0,9.5,,4.21,,1.0
pjxyqxbk335,男,2020级,电子工程学院,电子信息工程,2002019,2002019,2021.0,69.0,正常,179/72,4533.0,7.4,210.0,13.0,,4.09,,0.0
pjxyqxbk335,男,2020级,电子工程学院,电子信息工程,2002019,2002019,2022.0,69.55,正常,179.5/77,4750.0,7.4,221.0,12.0,,4.14,,0.0
pjxyqxbk335,男,2020级,电子工程学院,电子信息工程,2002019,2002019,2023.0,60.6,正常,180/75.5,5373.0,7.72,232.0,12.9,,5.51,,0.0
pjxyqwbj584,男,2020级,计算机科学与技术学院,软件工程,2003053W,200301220,2020.0,58.7,正常,179.5/59,3050.0,9.5,235.0,11.4,,4.07,,3.0
pjxyqwbj584,男,2020级,计算机科学与技术学院,软件工程,2003053W,200301220,2021.0,76.0,正常,182/60.1,3725.0,7.7,225.0,20.0,,4.22,,14.0
pjxyqwbj584,男,2020级,计算机科学与技术学院,软件工程,2003053W,200301220,2022.0,76.0,正常,181/66,5643.0,7.6,241.0,17.9,,4.01,,7.0
pjxyqwbj584,男,2020级,计算机科学与技术学院,软件工程,2003053W,200301220,2023.0,51.4,正常,181/62.5,3778.0,8.4,208.0,2.0,,,,10.0
pjxxxxbj970,男,2020级,通信工程学院,通信工程,2001911,2001911,2020.0,68.35,正常,178/91.5,4579.0,7.5,225.0,8.0,,4.28,,10.0
pjxxxxbj970,男,2020级,通信工程学院,通信工程,2001911,2001911,2021.0,83.2,正常,178/80,5200.0,6.9,260.0,20.0,,3.5,,10.0
pjxxxxbj970,男,2020级,通信工程学院,通信工程,2001911,2001911,2022.0,71.1,正常,178/95,5229.0,7.15,232.0,19.9,,4.35,,11.0
pjxxxxbj970,男,2020级,通信工程学院,通信工程,2001911,2001911,2023.0,60.0,免测,,,,,,,,,
pjxyqxbk828,男,2020级,通信工程学院,通信工程,2001012,2001012,2020.0,70.6,正常,171/77,3894.0,6.9,220.0,9.8,,4.0,,6.0
pjxyqxbk828,男,2020级,通信工程学院,通信工程,2001012,2001012,2021.0,63.1,正常,173/86,4260.0,7.3,215.0,15.3,,4.36,,7.0
pjxyqxbk828,男,2020级,通信工程学院,通信工程,2001012,2001012,2022.0,61.4,正常,170.5/83,3961.0,7.4,210.0,4.7,,4.22,,7.0
pjxyqxbk828,男,2020级,通信工程学院,通信工程,2001012,2001012,2023.0,57.1,正常,173.5/89.5,5013.0,7.6,190.0,10.8,,4.33,,6.0
pjxyqxbk486,男,2020级,通信工程学院,通信工程,2001012,2001012,2020.0,72.6,正常,186/75,4072.0,7.5,242.0,7.2,,3.32,,1.0
pjxyqxbk486,男,2020级,通信工程学院,通信工程,2001012,2001012,2021.0,76.5,正常,185.5/81.5,3507.0,7.16,238.0,16.2,,3.39,,9.0
pjxyqxbk486,男,2020级,通信工程学院,通信工程,2001012,2001012,2022.0,70.5,正常,187/85,4352.0,7.35,224.0,13.2,,3.52,,8.0
pjxyqxbk486,男,2020级,通信工程学院,通信工程,2001012,2001012,2023.0,74.4,正常,187/83.5,5363.0,7.6,210.0,14.9,,4.13,,8.0
pjxyqxbl876,男,2020级,通信工程学院,通信工程,2001018,2001018,2020.0,62.6,正常,175.5/57.5,3120.0,8.3,218.0,6.4,,4.25,,2.0
pjxyqxbl876,男,2020级,通信工程学院,通信工程,2001018,2001018,2021.0,63.9,正常,175.5/60,3304.0,8.1,215.0,5.8,,4.16,,1.0
pjxyqxbl876,男,2020级,通信工程学院,通信工程,2001018,2001018,2022.0,65.3,正常,175/59,4286.0,7.7,198.0,12.7,,4.05,,2.0
pjxyqxbl876,男,2020级,通信工程学院,通信工程,2001018,2001018,2023.0,66.0,正常,176/56,4444.0,7.7,190.0,12.2,,4.07,,7.0
pjxxztfj972,男,2020级,通信工程学院,信息工程（第二学士学位）,22001051,22001051,,,,,,,,,,,,
pjwtqxbj988,男,2020级,光电工程学院,电子科学与技术,2005011,2005011,2020.0,71.0,正常,174/69,4359.0,7.1,225.0,17.8,,4.15,,1.0
pjwtqxbj988,男,2020级,光电工程学院,电子科学与技术,2005011,2005011,2021.0,70.2,正常,175/68,4128.0,7.5,225.0,21.9,,4.22,,0.0
pjwtqxbj988,男,2020级,光电工程学院,电子科学与技术,2005011,2005011,2022.0,65.6,正常,175/68,4527.0,7.3,215.0,12.9,,4.39,,0.0
pjwtqxbj988,男,2020级,光电工程学院,电子科学与技术,2005011,2005011,2023.0,63.9,正常,176/68,4931.0,7.3,215.0,28.3,,5.44,,0.0
pjxyqxbl925,男,2020级,通信工程学院,通信工程,2001016,2001016,2020.0,71.6,正常,181/62,4300.0,7.1,220.0,10.6,,3.52,,1.0
pjxyqxbl925,男,2020级,通信工程学院,通信工程,2001016,2001016,2021.0,69.5,正常,181/63,3960.0,7.5,212.0,7.1,,3.47,,3.0
pjxyqxbl925,男,2020级,通信工程学院,通信工程,2001016,2001016,2022.0,67.5,正常,180/69,3613.0,7.4,222.0,7.6,,3.59,,1.0
pjxyqxbl925,男,2020级,通信工程学院,通信工程,2001016,2001016,2023.0,75.4,正常,182/70.5,5221.0,8.1,250.0,22.1,,3.54,,0.0
pjxuqwbj770,女,2020级,机电工程学院,自动化,2004032,2004032,2020.0,80.2,正常,170/59,3492.0,8.8,160.0,12.5,3.58,,36.0,
pjxuqwbj770,女,2020级,机电工程学院,自动化,2004032,2004032,2021.0,80.0,正常,169.5/62,3312.0,8.8,160.0,24.1,4.24,,45.0,
pjxuqwbj770,女,2020级,机电工程学院,自动化,2004032,2004032,2022.0,77.8,正常,169/61,3484.0,8.97,152.0,14.9,4.26,,46.0,
pjxuqwbj770,女,2020级,机电工程学院,自动化,2004032,2004032,2023.0,73.2,正常,169.5/62,4017.0,9.05,150.0,13.4,4.36,,40.0,
pjxuqwbj461,女,2020级,机电工程学院,电子封装技术,2004061,2004061,2020.0,75.6,正常,167/59,3011.0,9.12,172.0,13.0,4.14,,33.0,
pjxyqwbk647,男,2020级,计算机科学与技术学院,软件工程,2003051W,200301210,2020.0,69.2,正常,176/56,4300.0,7.6,212.0,15.4,,4.09,,0.0
pjxyqwbk647,男,2020级,计算机科学与技术学院,软件工程,2003051W,200301210,2021.0,68.55,正常,177/59,4686.0,7.7,215.0,17.4,,4.3,,0.0
pjxyqwbk647,男,2020级,计算机科学与技术学院,软件工程,2003051W,200301210,2022.0,64.6,正常,177/65.5,4550.0,7.94,210.0,16.0,,4.43,,0.0
pjxyqwbk647,男,2020级,计算机科学与技术学院,软件工程,2003051W,200301210,2023.0,59.8,正常,179/68.5,5910.0,7.8,170.0,15.3,,5.39,,9.0
pjxyqxbl962,男,2020级,电子工程学院,电子信息工程,2002015,2002015,2020.0,67.2,正常,173/70,3433.0,8.06,210.0,17.6,,3.57,,1.0
pjxyqxbl962,男,2020级,电子工程学院,电子信息工程,2002015,2002015,2021.0,68.8,正常,174/66,3936.0,7.6,218.0,22.8,,4.19,,3.0
pjxyqxbl962,男,2020级,电子工程学院,电子信息工程,2002015,2002015,2022.0,70.3,正常,176/67,4360.0,7.8,214.0,22.7,,4.03,,0.0
pjxyqxbl962,男,2020级,电子工程学院,电子信息工程,2002015,2002015,2023.0,57.5,正常,176/70,4364.0,7.9,210.0,10.0,,5.39,,0.0
pjxyqxbk148,男,2020级,微电子学院,集成电路设计与集成系统,2014021,2014021,2020.0,65.35,正常,180/80,4620.0,7.9,208.0,6.3,,4.03,,0.0
pjxyqxbk148,男,2020级,微电子学院,集成电路设计与集成系统,2014021,2014021,2021.0,67.95,正常,180/83,4720.0,6.9,212.0,6.4,,4.18,,0.0
pjxyqxbk148,男,2020级,微电子学院,集成电路设计与集成系统,2014021,2014021,2022.0,62.8,正常,182/81,4629.0,8.04,211.0,7.0,,4.19,,0.0
pjxyqxbk148,男,2020级,微电子学院,集成电路设计与集成系统,2014021,2014021,2023.0,64.4,正常,182.5/83,5886.0,8.1,205.0,4.7,,4.18,,
pjxyqxbj173,男,2020级,微电子学院,微电子科学与工程,2014019,2014019,2020.0,54.4,正常,182/119,4517.0,7.8,200.0,2.8,,4.43,,0.0
pjxyqxbj173,男,2020级,微电子学院,微电子科学与工程,2014019,2014019,2021.0,64.2,正常,182.5/60,5133.0,7.91,210.0,6.4,,5.03,,0.0
pjxyqxbj173,男,2020级,微电子学院,微电子科学与工程,2014019,2014019,2022.0,60.0,免测,,,,,,,,,
pjxyqxbj173,男,2020级,微电子学院,微电子科学与工程,2014019,2014019,2023.0,60.0,免测,,,,,,,,,
pjxyqwbk884,女,2020级,计算机科学与技术学院,软件工程,2003051网,200301217,2020.0,80.7,正常,163/62,3400.0,9.5,162.0,26.0,4.3,,49.0,
pjxyqwbk884,女,2020级,计算机科学与技术学院,软件工程,2003051网,200301217,2021.0,70.7,正常,163/62,3100.0,9.9,147.0,15.8,4.36,,50.0,
pjxyqwbk884,女,2020级,计算机科学与技术学院,软件工程,2003051网,200301217,2022.0,75.45,正常,163/58,3327.0,10.2,162.0,18.9,4.19,,50.0,
pjxyqwbk884,女,2020级,计算机科学与技术学院,软件工程,2003051网,200301217,2023.0,31.1,正常,165/63,,,,11.2,,,56.0,
pjxyqxbk935,男,2020级,网络与信息安全学院,网络空间安全,2018039,2018039,2020.0,70.4,正常,181/66,3459.0,7.0,228.0,14.4,,4.01,,0.0
pjxyqxbk935,男,2020级,网络与信息安全学院,网络空间安全,2018039,2018039,2021.0,75.15,正常,182.5/68,4689.0,6.9,230.0,17.9,,4.01,,3.0
pjxyqxbk935,男,2020级,网络与信息安全学院,网络空间安全,2018039,2018039,2022.0,70.95,正常,182.5/70.5,4653.0,7.1,215.0,18.0,,4.09,,0.0
pjxyqxbk935,男,2020级,网络与信息安全学院,网络空间安全,2018039,2018039,2023.0,64.35,正常,183/71.7,4832.0,7.2,202.0,11.8,,5.12,,9.0
pjxyqwbj710,男,2020级,人工智能学院,人工智能,2020032,2020032,2020.0,60.8,正常,180/82,4322.0,7.8,207.0,14.6,,4.37,,0.0
pjxyqwbj710,男,2020级,人工智能学院,人工智能,2020032,2020032,2021.0,60.2,正常,182/82,3620.0,7.6,215.0,22.9,,4.57,,1.0
pjxyqwbk868,女,2020级,网络与信息安全学院,网络空间安全,2018039,2018039,2020.0,77.15,正常,170/68,3248.0,8.96,175.0,16.1,4.17,,35.0,
pjxyqwbk868,女,2020级,网络与信息安全学院,网络空间安全,2018039,2018039,2021.0,77.6,正常,168/67,3047.0,8.4,180.0,15.8,4.3,,45.0,
pjxyqwbk868,女,2020级,网络与信息安全学院,网络空间安全,2018039,2018039,2022.0,42.15,正常,170/67,3302.0,,170.0,15.1,,,,
pjxyqwbk868,女,2020级,网络与信息安全学院,网络空间安全,2018039,2018039,2023.0,44.6,正常,170/67,3514.0,,,14.3,,,41.0,
pjxyqxbj831,男,2020级,电子工程学院,遥感科学与技术,2002071,2002071,2020.0,68.8,正常,172/54.5,3345.0,7.5,240.0,13.5,,4.35,,8.0
pjxyqxbj831,男,2020级,电子工程学院,遥感科学与技术,2002071,2002071,2021.0,73.2,正常,172/54,3371.0,7.1,245.0,9.4,,4.32,,10.0
pjxyqxbj831,男,2020级,电子工程学院,遥感科学与技术,2002071,2002071,2022.0,70.1,正常,173.5/57,3426.0,7.17,246.0,14.0,,4.39,,10.0
pjxyqxbj831,男,2020级,电子工程学院,遥感科学与技术,2002071,2002071,2023.0,57.0,正常,174/56.5,3302.0,7.9,210.0,12.2,,5.23,,0.0
pjxuqwbj461,女,2020级,机电工程学院,电子封装技术,2004061,2004061,2021.0,76.35,正常,167/58,3200.0,9.59,160.0,18.6,4.04,,32.0,
pjxuqwbj461,女,2020级,机电工程学院,电子封装技术,2004061,2004061,2022.0,66.95,正常,168/54,3262.0,9.77,170.0,20.2,5.11,,40.0,
pjxuqwbj461,女,2020级,机电工程学院,电子封装技术,2004061,2004061,2023.0,65.6,正常,166/53.5,3825.0,9.2,155.0,19.8,6.05,,42.0,
pjxyqxbl727,男,2020级,通信工程学院,通信工程,2001016,2001016,2020.0,76.5,正常,172.5/55,4030.0,7.4,218.0,13.0,,4.1,,15.0
pjxyqxbl727,男,2020级,通信工程学院,通信工程,2001016,2001016,2021.0,79.8,正常,172/58,3540.0,7.26,232.0,14.3,,3.52,,18.0
pjxuqwbj539,男,2020级,机电工程学院,机械设计制造及其自动化,2004012,2004012,2021.0,70.9,正常,170/60,3273.0,6.85,253.0,11.0,,4.12,,0.0
pjxuqwbj539,男,2020级,机电工程学院,机械设计制造及其自动化,2004012,2004012,2022.0,85.1,正常,173/60,3896.0,6.6,244.0,14.1,,3.26,,15.0
pjxuqwbj539,男,2020级,机电工程学院,机械设计制造及其自动化,2004012,2004012,2023.0,61.3,正常,173/60,4344.0,7.4,252.0,7.0,,,,10.0
pjxyqxbj864,男,2020级,电子工程学院,信息对抗技术,2002031,2002031,2020.0,66.7,正常,182/72,4278.0,7.6,222.0,6.2,,4.27,,3.0
pjxyqxbj864,男,2020级,电子工程学院,信息对抗技术,2002031,2002031,2021.0,69.45,正常,182/77,4652.0,7.7,216.0,20.5,,4.29,,3.0
pjxyqxbj864,男,2020级,电子工程学院,信息对抗技术,2002031,2002031,2022.0,64.0,正常,182/81,5279.0,8.1,210.0,14.8,,4.49,,0.0
pjxyqxbj864,男,2020级,电子工程学院,信息对抗技术,2002031,2002031,2023.0,54.8,正常,182/79,5434.0,8.5,210.0,0.6,,5.31,,0.0
pjxyqwbj671,男,2020级,网络与信息安全学院,网络工程,2018021,2018021,2020.0,64.1,正常,183/93,4286.0,8.24,208.0,19.2,,4.2,,0.0
pjxyqwbj671,男,2020级,网络与信息安全学院,网络工程,2018021,2018021,2021.0,58.7,正常,185/87.5,3960.0,7.9,200.0,13.3,,4.48,,0.0
pjxyqwbj671,男,2020级,网络与信息安全学院,网络工程,2018021,2018021,2022.0,66.4,正常,184.5/91.5,4969.0,7.7,210.0,21.3,,4.27,,1.0
pjxyqwbj671,男,2020级,网络与信息安全学院,网络工程,2018021,2018021,2023.0,58.4,正常,185.5/97,5442.0,8.55,190.0,13.9,,4.22,,0.0
pjxuqwbj495,女,2020级,机电工程学院,测控技术与仪器,2004052,2004052,2020.0,85.1,正常,163/49,2620.0,8.2,207.0,21.6,3.32,,44.0,
pjxuqwbj495,女,2020级,机电工程学院,测控技术与仪器,2004052,2004052,2021.0,91.5,正常,163/50,3045.0,7.5,201.0,25.0,3.32,,50.0,
pjxuqwbj495,女,2020级,机电工程学院,测控技术与仪器,2004052,2004052,2022.0,81.0,正常,164.5/54,2600.0,8.3,190.0,18.6,3.41,,43.0,
pjxuqwbj495,女,2020级,机电工程学院,测控技术与仪器,2004052,2004052,2023.0,74.9,正常,164.5/54,2845.0,8.9,155.0,11.2,4.11,,48.0,
pjxqqxbj947,女,2020级,人文学院,汉语言文学,2008031,2008031,2020.0,76.35,正常,160/50,3200.0,9.56,168.0,17.0,4.08,,35.0,
pjxqqxbj947,女,2020级,人文学院,汉语言文学,2008031,2008031,2021.0,70.6,正常,160/50,3000.0,10.6,170.0,17.6,4.19,,42.0,
pjxqqxbj947,女,2020级,人文学院,汉语言文学,2008031,2008031,2022.0,70.4,正常,162/53,3050.0,10.4,162.0,16.6,4.32,,41.0,
pjxyqxbk609,男,2020级,光电工程学院,电子科学与技术,2005012,2005012,2020.0,49.7,正常,170/99,3715.0,8.5,190.0,12.0,,5.06,,0.0
pjxyqxbk609,男,2020级,光电工程学院,电子科学与技术,2005012,2005012,2021.0,48.4,正常,171/106,4383.0,8.9,182.0,11.0,,5.06,,0.0
pjxyqxbk609,男,2020级,光电工程学院,电子科学与技术,2005012,2005012,2022.0,44.7,正常,172/109,3899.0,8.8,182.0,10.4,,5.16,,0.0
pjxyqwbj261,男,2020级,计算机科学与技术学院,计算机科学与技术,2003014软,200301216,2020.0,66.6,正常,170/58,3374.0,7.6,220.0,11.5,,4.1,,3.0
pjxyqwbj261,男,2020级,计算机科学与技术学院,计算机科学与技术,2003014软,200301216,2021.0,66.2,正常,170/58,3160.0,7.3,225.0,9.0,,4.17,,0.0
pjxyqwbj261,男,2020级,计算机科学与技术学院,计算机科学与技术,2003014软,200301216,2022.0,66.2,正常,169/63,3720.0,7.3,220.0,9.4,,4.17,,0.0
pjxyqwbj261,男,2020级,计算机科学与技术学院,计算机科学与技术,2003014软,200301216,2023.0,57.6,正常,170/65,4200.0,8.0,192.0,6.2,,4.57,,6.0
pjxyqxbj861,男,2020级,电子工程学院,电子信息工程,2002019,2002019,2020.0,78.0,正常,182/65,4100.0,7.19,230.0,10.9,,3.54,,13.0
pjxyqxbj861,男,2020级,电子工程学院,电子信息工程,2002019,2002019,2021.0,83.2,正常,182/63,4200.0,7.0,245.0,20.0,,3.38,,13.0
pjxyqxbj861,男,2020级,电子工程学院,电子信息工程,2002019,2002019,2022.0,81.05,正常,181/61,5037.0,6.87,248.0,6.7,,3.55,,11.0
pjxyqxbj861,男,2020级,电子工程学院,电子信息工程,2002019,2002019,2023.0,81.0,正常,182/64.5,5222.0,6.8,230.0,4.3,,4.15,,13.0
pjxxxxbj910,男,2021级,通信工程学院,通信工程,2101911,2101911,2021.0,66.95,正常,179/82,4695.0,7.85,220.0,7.3,,3.57,,1.0
pjxxxxbj910,男,2021级,通信工程学院,通信工程,2101911,2101911,2022.0,62.5,正常,177/82,4221.0,8.08,223.0,5.6,,4.29,,0.0
pjxxxxbj910,男,2021级,通信工程学院,通信工程,2101911,2101911,2023.0,61.85,正常,177/90,5100.0,7.9,205.0,9.8,,4.2,,0.0
pjxxxxbj910,男,2021级,通信工程学院,通信工程,2101911,2101911,2024.0,60.0,免测,,,,,,,,,
pjxyqxbl839,男,2020级,微电子学院,集成电路设计与集成系统,2014021,2014021,2020.0,46.85,正常,182/115,5007.0,8.42,175.0,6.6,,5.43,,
pjxyqxbl839,男,2020级,微电子学院,集成电路设计与集成系统,2014021,2014021,2021.0,45.25,正常,181/105,5007.0,9.2,182.0,4.2,,5.26,,0.0
pjxyqwbj710,男,2020级,人工智能学院,人工智能,2020032,2020032,2022.0,56.6,正常,180/85,4266.0,8.31,210.0,19.6,,5.22,,1.0
pjxyqwbj710,男,2020级,人工智能学院,人工智能,2020032,2020032,2023.0,52.1,正常,180/84,4330.0,7.65,220.0,15.4,,6.27,,1.0
pjxyqxbj757,男,2020级,通信工程学院,通信工程,2001012,2001012,2023.0,62.2,正常,163/74,6629.0,7.5,205.0,15.1,,6.02,,11.0
pjxyqwbk662,女,2020级,网络与信息安全学院,信息安全,2018012,2018012,2020.0,55.0,正常,160/55,2600.0,9.7,155.0,18.6,7.09,,19.0,
pjxyqwbk662,女,2020级,网络与信息安全学院,信息安全,2018012,2018012,2021.0,64.0,正常,161/55,2900.0,9.9,150.0,21.6,5.03,,25.0,
pjxyqwbk662,女,2020级,网络与信息安全学院,信息安全,2018012,2018012,2022.0,79.75,正常,162/55,3200.0,8.7,163.0,22.5,3.55,,35.0,
pjxyqwbk662,女,2020级,网络与信息安全学院,信息安全,2018012,2018012,2023.0,60.7,正常,163/56,2731.0,11.5,160.0,22.1,4.27,,43.0,
pjxpqxbj945,女,2020级,外国语学院,翻译,2009031,2009031,2020.0,77.5,正常,167/57,2928.0,8.84,165.0,13.5,3.55,,40.0,
pjxpqxbj945,女,2020级,外国语学院,翻译,2009031,2009031,2021.0,78.0,正常,167/57,2821.0,8.8,168.0,12.5,3.54,,42.0,
pjxpqxbj945,女,2020级,外国语学院,翻译,2009031,2009031,2022.0,77.8,正常,168/59,3182.0,9.1,174.0,15.6,3.52,,35.0,
pjxpqxbj945,女,2020级,外国语学院,翻译,2009031,2009031,2023.0,71.6,正常,168/57,3938.0,10.5,155.0,9.8,4.12,,42.0,
pjxwzxfj987,男,2020级,电子工程学院,电子信息工程（第二学士学位）,22002011,22002011,,,,,,,,,,,,
pjxqzxbj980,男,2020级,人文学院,录音艺术,2008015,2008015,2020.0,59.75,正常,175.5/90,4764.0,7.4,242.0,13.4,,4.55,,2.0
pjxqzxbj980,男,2020级,人文学院,录音艺术,2008015,2008015,2021.0,60.35,正常,177/90,4765.0,7.4,220.0,9.7,,4.42,,2.0
pjxqzxbj980,男,2020级,人文学院,录音艺术,2008015,2008015,2022.0,65.7,正常,177/86,4300.0,7.36,244.0,10.5,,4.24,,5.0
pjxqzxbj980,男,2020级,人文学院,录音艺术,2008015,2008015,2023.0,63.45,正常,177/88,5023.0,6.96,220.0,17.3,,4.44,,0.0
