XH(学生学号),XB(学生性别),NJ(年级),YX(院系),ZY(专业),BJ(班级),BH(班号),XQ(学期),ZKC(总课程),KC(课程),SKSJ(上课时间)
pjxyqxbj728,男,2020级,微电子学院,微电子科学与工程,2014013,2014013,2022-2023学年第2学期,体育2,基本体能俱乐部（混合班）,星期三78
pjxyqxbk715,男,2020级,微电子学院,集成电路设计与集成系统,2014022,2014022,2020-2021学年第2学期,体育2,乒乓球俱乐部（中级班）,星期二56
pjxyqxbk715,男,2020级,微电子学院,集成电路设计与集成系统,2014022,2014022,2022-2023学年第2学期,体育2,基本体能俱乐部（混合班）,星期三78
pjxyqwbj884,男,2020级,网络与信息安全学院,网络空间安全,2018031,2018031,2022-2023学年第2学期,体育2,基本体能俱乐部（混合班）,星期四56
pjwtqxbj942,男,2020级,生命科学技术学院,生物医学工程,2015011,2015011,2020-2021学年第2学期,体育2,网球俱乐部（初级班）,星期三34
pjwtqxbj942,男,2020级,生命科学技术学院,生物医学工程,2015011,2015011,2022-2023学年第2学期,体育2,篮球俱乐部（初级班）,星期三56
pjxyqxbj968,男,2020级,电子工程学院,信息对抗技术,2002031,2002031,2020-2021学年第2学期,体育2,乒乓球俱乐部（中级班）,星期一56
pjxyqxbj968,男,2020级,电子工程学院,信息对抗技术,2002031,2002031,2022-2023学年第2学期,体育2,乒乓球俱乐部（中级班）,星期二34
pjxyqwbk537,男,2020级,计算机科学与技术学院,计算机科学与技术,2003019,2003019,2020-2021学年第2学期,体育2,健身健美俱乐部（初级班）,星期二34
pjxyqwbk537,男,2020级,计算机科学与技术学院,计算机科学与技术,2003019,2003019,2022-2023学年第2学期,体育2,武术俱乐部（初级剑术）,星期二56
pjxxxxbj911,男,2020级,通信工程学院,通信工程,2001911,2001911,2020-2021学年第2学期,体育2,网球俱乐部（初级班）,星期四78
pjxyqwbj663,男,2020级,人工智能学院,智能科学与技术,2020012,2020012,2020-2021学年第2学期,体育2,篮球俱乐部（中级班）,星期四56
pjxyqwbj663,男,2020级,人工智能学院,智能科学与技术,2020012,2020012,2022-2023学年第2学期,体育2,健身瑜伽俱乐部（初级班）,星期四56
pjxyqxbk969,男,2020级,通信工程学院,通信工程,2001014,2001014,2020-2021学年第2学期,体育2,乒乓球俱乐部（初级班）,星期二56
pjxyqxbk969,男,2020级,通信工程学院,通信工程,2001014,2001014,2022-2023学年第2学期,体育2,基本体能俱乐部（混合班）,星期一34
pjxsqxbj752,女,2020级,经济与管理学院,金融学,2006041,2006041,2020-2021学年第2学期,体育2,瑜伽俱乐部,星期二56
pjxsqxbj752,女,2020级,经济与管理学院,金融学,2006041,2006041,2022-2023学年第2学期,体育2,健美操俱乐部,星期三56
pjxyqwbj038,男,2020级,计算机科学与技术学院,计算机科学与技术,2003011数,200301202,2020-2021学年第2学期,体育2,乒乓球俱乐部（中级班）,星期三56
pjxyqwbj038,男,2020级,计算机科学与技术学院,计算机科学与技术,2003011数,200301202,2022-2023学年第2学期,体育2,健美操俱乐部,星期二34
pjxrqxbj972,男,2020级,数学与统计学院,统计学,2007031,2007031,2020-2021学年第2学期,体育2,篮球俱乐部（中级班）,星期四56
pjxrqxbj972,男,2020级,数学与统计学院,统计学,2007031,2007031,2022-2023学年第2学期,体育2,篮球俱乐部（初级班）,星期一56
pjxyqwbj924,男,2020级,计算机科学与技术学院,计算机科学与技术,2003011软,200301226,2020-2021学年第2学期,体育2,乒乓球俱乐部（中级班）,星期四56
pjxyqwbj924,男,2020级,计算机科学与技术学院,计算机科学与技术,2003011软,200301226,2022-2023学年第2学期,体育2,足球俱乐部（初级班）,星期二34
pjxuqwbj588,男,2020级,机电工程学院,机械设计制造及其自动化,2004012,2004012,2020-2021学年第2学期,体育2,篮球俱乐部（中级班）,星期四34
pjxwxxbj914,男,2020级,电子工程学院,电子信息工程,2002911,2002911,2020-2021学年第2学期,体育2,羽毛球俱乐部（中级班）,星期三34
pjxwxxbj914,男,2020级,电子工程学院,电子信息工程,2002911,2002911,2022-2023学年第2学期,体育2,乒乓球俱乐部（初级班）,星期一34
pjxyqwbj101,女,2020级,计算机科学与技术学院,计算机科学与技术,2003011网,200301206,2020-2021学年第2学期,体育2,羽毛球俱乐部（中级班）,星期三56
pjxyqwbj101,女,2020级,计算机科学与技术学院,计算机科学与技术,2003011网,200301206,2022-2023学年第2学期,体育2,健身健美俱乐部（初级班）,星期二34
pjxsqxbj778,女,2020级,经济与管理学院,工商管理（理工类）,2006021,2006021,2020-2021学年第2学期,体育2,武术俱乐部防卫术,星期一56
pjxsqxbj778,女,2020级,经济与管理学院,工商管理（理工类）,2006021,2006021,2022-2023学年第2学期,体育2,健身健美俱乐部（初级班）,星期三56
pjxyqxbj987,男,2020级,电子工程学院,电子信息工程,2002011,2002011,2020-2021学年第2学期,体育2,网球俱乐部（中级班）,星期一56
pjxyqxbj987,男,2020级,电子工程学院,电子信息工程,2002011,2002011,2022-2023学年第2学期,体育2,免修班,周六12节
pjxrqxbj955,女,2020级,计算机科学与技术学院,软件工程,2003053云,200301204,2020-2021学年第2学期,体育2,网球俱乐部（初级班）,星期三78
pjxrqxbj955,女,2020级,计算机科学与技术学院,软件工程,2003053云,200301204,2022-2023学年第2学期,体育2,健身瑜伽俱乐部（初级班）,星期二78
pjxyqxbj595,男,2020级,通信工程学院,通信工程,2001014,2001014,2020-2021学年第2学期,体育2,基本体能俱乐部（混合班）,星期一78
pjxyqxbj595,男,2020级,通信工程学院,通信工程,2001014,2001014,2022-2023学年第2学期,体育2,篮球俱乐部（初级班）,星期一34
pjxyqxbj714,男,2020级,通信工程学院,通信工程,2001013,2001013,2020-2021学年第2学期,体育2,武术俱乐部防卫术,星期一56
pjxyqxbj714,男,2020级,通信工程学院,通信工程,2001013,2001013,2022-2023学年第2学期,体育2,健身瑜伽俱乐部（初级班）,星期一34
pjxyqxbl927,女,2020级,物理学院,应用物理学,2005049,2005049,2020-2021学年第2学期,体育2,跆拳道俱乐部（初级班）,星期三34
pjxyqxbl927,女,2020级,物理学院,应用物理学,2005049,2005049,2022-2023学年第2学期,体育2,健身瑜伽俱乐部（初级班）,星期四56
pjxyqxbk222,男,2020级,电子工程学院,电子信息工程,2002014,2002014,2020-2021学年第2学期,体育2,排球俱乐部（中级班）,星期三56
pjxyqxbk222,男,2020级,电子工程学院,电子信息工程,2002014,2002014,2022-2023学年第2学期,体育2,乒乓球俱乐部（中级班）,星期一78
pjxyqwbj269,男,2020级,计算机科学与技术学院,软件工程,2003051云,200301222,2020-2021学年第2学期,体育2,乒乓球俱乐部（中级班）,星期四56
pjxyqwbj269,男,2020级,计算机科学与技术学院,软件工程,2003051云,200301222,2022-2023学年第2学期,体育2,篮球俱乐部（初级班）,星期四78
pjxsqxbj949,男,2020级,经济与管理学院,大数据管理与应用,2006121,2006121,2020-2021学年第2学期,体育2,足球俱乐部（中级班）,星期一56
pjxsqxbj949,男,2020级,经济与管理学院,大数据管理与应用,2006121,2006121,2022-2023学年第2学期,体育2,足球俱乐部（初级班）,星期三56
pjxyqxbk597,男,2020级,电子工程学院,信息对抗技术,2002031,2002031,2020-2021学年第2学期,体育2,基本体能俱乐部（混合班）,星期三78
pjxyqxbk597,男,2020级,电子工程学院,信息对抗技术,2002031,2002031,2022-2023学年第2学期,体育2,武术俱乐部（初级剑术）,星期二34
pjxyqxbk269,男,2020级,通信工程学院,信息工程,2001051,2001051,2020-2021学年第2学期,体育2,乒乓球俱乐部（初级班）,星期四78
pjxyqxbk269,男,2020级,通信工程学院,信息工程,2001051,2001051,2022-2023学年第2学期,体育2,足球俱乐部（初级班）,星期一34
pjxsqxbj900,男,2020级,经济与管理学院,信息管理与信息系统,2006011,2006011,2020-2021学年第2学期,体育2,足球俱乐部（中级班）,星期一56
pjxsqxbj900,男,2020级,经济与管理学院,信息管理与信息系统,2006011,2006011,2022-2023学年第2学期,体育2,基本体能俱乐部（混合班）,星期三56
pjxyqxbj271,男,2021级,光电工程学院,电子科学与技术,2105013,2105013,2020-2021学年第2学期,体育2,乒乓球俱乐部（初级班）,星期二56
pjxyqxbj271,男,2021级,光电工程学院,电子科学与技术,2105013,2105013,2021-2022学年第2学期,体育2,重修课程,周六34节
pjxyqxbj271,男,2021级,光电工程学院,电子科学与技术,2105013,2105013,2022-2023学年第2学期,体育2,跆拳道俱乐部（中级班）,星期二56
pjxuqwbj873,男,2020级,计算机科学与技术学院,软件工程,2003058,2003058,2020-2021学年第2学期,体育2,羽毛球俱乐部（初级班）,星期三78
pjxuqwbj873,男,2020级,计算机科学与技术学院,软件工程,2003058,2003058,2022-2023学年第2学期,体育2,基本体能俱乐部（混合班）,星期三56
pjxyqwbj532,男,2020级,人工智能学院,人工智能,2020031,2020031,2020-2021学年第2学期,体育2,跆拳道俱乐部（中级班）,星期四56
pjxyqwbj532,男,2020级,人工智能学院,人工智能,2020031,2020031,2022-2023学年第2学期,体育2,武术俱乐部（太极拳道）,星期四56
pjxuqwbj850,男,2020级,机电工程学院,机器人工程,2004078,2004078,2020-2021学年第2学期,体育2,篮球俱乐部（中级班）,星期一34
pjxuqwbj588,男,2020级,机电工程学院,机械设计制造及其自动化,2004012,2004012,2022-2023学年第2学期,体育2,篮球俱乐部（中级班）,星期二78
pjxyqwbk594,男,2020级,计算机科学与技术学院,软件工程,2003052W,200301208,2020-2021学年第2学期,体育2,羽毛球俱乐部（初级班）,星期三56
pjxyqwbk594,男,2020级,计算机科学与技术学院,软件工程,2003052W,200301208,2022-2023学年第2学期,体育2,羽毛球俱乐部（中级班）,星期四78
pjxyqxbk552,男,2020级,物理学院,电子信息科学与技术,2005052,2005052,2020-2021学年第2学期,体育2,基本体能俱乐部（混合班）,星期二78
pjxyqxbk552,男,2020级,物理学院,电子信息科学与技术,2005052,2005052,2022-2023学年第2学期,体育2,基本体能俱乐部（混合班）,星期二56
pjxyqxbl677,男,2020级,空间科学与技术学院,空间科学与技术,2016021,2016021,2020-2021学年第2学期,体育2,篮球俱乐部（初级班）,星期一78
pjxyqxbl677,男,2020级,空间科学与技术学院,空间科学与技术,2016021,2016021,2022-2023学年第2学期,体育2,武术俱乐部（初级散打）,星期一34
pjxxzxkj981,女,2020级,通信工程学院,通信工程,2001019,2001019,2020-2021学年第2学期,体育2,羽毛球俱乐部（初级班）,星期一56
pjxxzxkj981,女,2020级,通信工程学院,通信工程,2001019,2001019,2022-2023学年第2学期,体育2,健身瑜伽俱乐部（初级班）,星期一34
pjxuqwbj650,男,2020级,机电工程学院,机器人工程,2004071,2004071,2020-2021学年第2学期,体育2,羽毛球俱乐部（初级班）,星期四34
pjxuqwbj650,男,2020级,机电工程学院,机器人工程,2004071,2004071,2022-2023学年第2学期,体育2,网球俱乐部（初级班）,星期三34
pjxyqxbj743,男,2020级,电子工程学院,信息对抗技术,2002031,2002031,2020-2021学年第2学期,体育2,羽毛球俱乐部（中级班）,星期一56
pjxyqxbj743,男,2020级,电子工程学院,信息对抗技术,2002031,2002031,2022-2023学年第2学期,体育2,足球俱乐部（初级班）,星期二34
pjwrqxbj911,男,2020级,先进材料与纳米科技学院,纳米材料与技术,2017031,2017031,2020-2021学年第2学期,体育2,足球俱乐部（中级班）,星期五34
pjwrqxbj911,男,2020级,先进材料与纳米科技学院,纳米材料与技术,2017031,2017031,2022-2023学年第2学期,体育2,足球俱乐部（初级班）,星期四34
pjxyqxbl964,女,2020级,电子工程学院,电磁场与无线技术,2002061,2002061,2020-2021学年第2学期,体育2,跆拳道俱乐部（中级班）,星期四78
pjxyqxbl964,女,2020级,电子工程学院,电磁场与无线技术,2002061,2002061,2022-2023学年第2学期,体育2,羽毛球俱乐部（中级班）,星期二34
pjwqzwbj998,女,2020级,网络与信息安全学院,网络工程,2018021,2018021,2020-2021学年第2学期,体育2,网球俱乐部（初级班）,星期四56
pjwqzwbj998,女,2020级,网络与信息安全学院,网络工程,2018021,2018021,2022-2023学年第2学期,体育2,排球俱乐部（高级班）,星期四78
pjxyqwbk504,男,2020级,人工智能学院,智能科学与技术,2020011,2020011,2020-2021学年第2学期,体育2,足球俱乐部（初级班）,星期四78
pjxyqwbk504,男,2020级,人工智能学院,智能科学与技术,2020011,2020011,2022-2023学年第2学期,体育2,篮球俱乐部（初级班）,星期四56
pjwtqxbj944,男,2020级,生命科学技术学院,智能医学工程,2015031,2015031,2020-2021学年第2学期,体育2,乒乓球俱乐部（高级班）,星期三34
pjxrqxbj891,男,2020级,数学与统计学院,统计学,2007031,2007031,2020-2021学年第2学期,体育2,健美操俱乐部,星期四56
pjxrqxbj891,男,2020级,数学与统计学院,统计学,2007031,2007031,2022-2023学年第2学期,体育2,网球俱乐部（初级班）,星期一56
pjxyqwbk710,女,2020级,网络与信息安全学院,网络空间安全,2018031,2018031,2020-2021学年第2学期,体育2,跆拳道俱乐部（初级班）,星期三56
pjxyqwbk710,女,2020级,网络与信息安全学院,网络空间安全,2018031,2018031,2022-2023学年第2学期,体育2,体态训练俱乐部（初级会员）,星期四56
pjxyqxbj096,男,2020级,电子工程学院,信息对抗技术,2002031,2002031,2020-2021学年第2学期,体育2,篮球俱乐部（初级班）,星期二56
pjxyqxbj096,男,2020级,电子工程学院,信息对抗技术,2002031,2002031,2022-2023学年第2学期,体育2,健身健美俱乐部（初级班）,星期二34
pjwrqxbj985,男,2020级,先进材料与纳米科技学院,材料科学与工程,2017011,2017011,2020-2021学年第2学期,体育2,篮球俱乐部（初级班）,星期五34
pjwrqxbj985,男,2020级,先进材料与纳米科技学院,材料科学与工程,2017011,2017011,2022-2023学年第2学期,体育2,羽毛球俱乐部（中级班）,星期四34
pjxyqwbj052,女,2020级,网络与信息安全学院,信息安全,2018012,2018012,2020-2021学年第2学期,体育2,篮球俱乐部（初级班）,星期三56
pjxyqwbj052,女,2020级,网络与信息安全学院,信息安全,2018012,2018012,2022-2023学年第2学期,体育2,网球俱乐部（初级班）,星期四34
pjxyqwbj926,男,2020级,人工智能学院,人工智能,2020032,2020032,2020-2021学年第2学期,体育2,篮球俱乐部（初级班）,星期一56
pjxyqwbj926,男,2020级,人工智能学院,人工智能,2020032,2020032,2022-2023学年第2学期,体育2,篮球俱乐部（初级班）,星期四56
pjxyqxbj257,男,2020级,电子工程学院,遥感科学与技术,2002071,2002071,2020-2021学年第2学期,体育2,网球俱乐部（初级班）,星期二78
pjxyqxbj257,男,2020级,电子工程学院,遥感科学与技术,2002071,2002071,2022-2023学年第2学期,体育2,足球俱乐部（初级班）,星期二34
