XN(学年),XQ(学期),ZC(周次),SKXQ(上课学期),RQ(日期),KSJC(开始节次),KSJCSJ(开始节次时间),JSJC(结束节次),JSJCSJ(结束节次时间),XH(学号),XY(学院),ZY(专业),NJ(年级),JASDM(教室),KCM(课程名),KCH(课程号),KXH(课序号),JSMC(教室名称),SZJZ(所在建筑),SZLC(所在楼层),FJBH(房间编号),PLACE_CODE(房间编码),SZXQ(所在校区),FJEJFL(房间二级分类),JZBM(建筑编码),ZTDM(状态代码),ZT(状态),DKSJ(打卡时间),KCXZ(课程学制),KCLB(课程类别)
2024-2025,1,9,4,2024-10-31,5,,6,,pjxuqwbj935,机电工程学院,机械设计制造及其自动化,2020,XI-105,质量管理学,ME010003,,,X楼I区,1,I-105,23100101101015,南校区,远程互动教室,231001,2,正常,2024-10-31 13:54:00,,
2024-2025,1,9,4,2024-10-31,7,,8,,pjxyqwbk686,人工智能学院,智能科学与技术,2020,XI-305,数字信号处理,AI202006,,,X楼I区,3,I-305,23100103101006,南校区,多媒体教室,231001,2,正常,2024-10-31 15:55:00,,
2024-2025,1,9,4,2024-10-31,7,,8,,pjxuqwbj496,机电工程学院,工业设计,2020,XI-221,机械制造基础,ME023212,,,X楼I区,2,I-221,23100102101021,南校区,多媒体教室,231001,2,正常,2024-10-31 15:53:00,,
2024-2025,1,9,4,2024-10-31,3,,4,,pjxyqxbj566,空间科学与技术学院,探测制导与控制技术,2020,XI-216,新型航天材料及应用,SS202034,,,X楼I区,2,I-216,23100102101017,南校区,多媒体教室,231001,4,缺勤,,,
2024-2025,1,9,4,2024-10-31,3,,4,,pjxyqxbk501,空间科学与技术学院,探测制导与控制技术,2020,XI-216,新型航天材料及应用,SS202034,,,X楼I区,2,I-216,23100102101017,南校区,多媒体教室,231001,4,缺勤,,,
2024-2025,1,9,4,2024-10-31,1,,4,,pjxuqwbj750,机电工程学院,工业设计,2020,EIII-312,摄影与摄像,ME025258,,,E楼三区,3,EIII-312,20200503103014,南校区,,202005,3,请假,2024-10-31 09:09:00,,
2024-2025,1,9,4,2024-10-31,1,,4,,pjxuqwbj496,机电工程学院,工业设计,2020,EIII-312,摄影与摄像,ME025258,,,E楼三区,3,EIII-312,20200503103014,南校区,,202005,2,正常,2024-10-31 09:09:00,,
2024-2025,1,9,4,2024-10-31,1,,2,,pjxyqxbk894,通信工程学院,通信工程,2020,XI-415,认知无线电技术,TE205107,,,X楼I区,4,I-415,23100104101018,南校区,多媒体教室,231001,2,正常,2024-10-31 08:22:00,,
2024-2025,1,9,4,2024-10-31,3,,4,,pjxyqxbk854,通信工程学院,通信工程,2020,XI-415,空间通信系统,TE205100,,,X楼I区,4,I-415,23100104101018,南校区,多媒体教室,231001,2,正常,2024-10-31 10:13:00,,
2024-2025,1,9,5,2024-11-01,3,,4,,pjxyqwbj288,人工智能学院,智能科学与技术,2020,A-226,人工智能概论,AI202008,,,A楼,2,A-226,23100502101029,南校区,多媒体教室,231005,2,正常,2024-11-01 10:16:00,,
2024-2025,1,9,5,2024-11-01,9,,10,,pjxyqxbk373,物理学院,电子信息科学与技术,2020,A-323,平面设计美学,ME006036,,,A楼,3,A-323,23100503101026,南校区,多媒体教室,231005,2,正常,2024-11-01 18:57:00,,
2024-2025,1,9,5,2024-11-01,9,,10,,pjxuqwbj497,机电工程学院,机械设计制造及其自动化,2020,A-323,平面设计美学,ME006036,,,A楼,3,A-323,23100503101026,南校区,多媒体教室,231005,2,正常,2024-11-01 18:59:00,,
2024-2025,1,9,4,2024-10-31,3,,4,,pjxyqxbj683,物理学院,电子信息科学与技术,2020,XI-413,数字信号处理,PY055069,,,X楼I区,4,I-413,23100104101016,南校区,多媒体教室,231001,2,正常,2024-10-31 10:17:00,,
2024-2025,1,9,5,2024-11-01,9,,10,,pjxyqwbk686,人工智能学院,智能科学与技术,2020,A-327,戏曲鉴赏,HA006071,,,A楼,3,A-327,23100503101031,南校区,多媒体教室,231005,3,请假,2024-11-01 18:40:00,,
2024-2025,1,9,4,2024-10-31,3,,4,,pjxyqwbk777,计算机科学与技术学院,物联网工程,2020,B-517,面向对象程序设计,CS205101,,,B楼,5,B-517,23100405101020,南校区,多媒体教室,231004,4,缺勤,,,
2024-2025,1,9,4,2024-10-31,3,,4,,pjxpqxbj978,经济与管理学院,金融学,2020,C-325,产业经济学,EM045016,,,C楼,3,C-325,23100203101025,南校区,多媒体教室,231002,3,请假,2024-10-31 11:31:00,,
2024-2025,1,9,5,2024-11-01,7,,8,,pjxuqwbj831,微电子学院,集成电路设计与集成系统,2020,A-414,工程概论(IV),TS001004-14,,,A楼,4,A-414,23100504101015,南校区,多媒体教室,231005,2,正常,2024-11-01 15:41:00,,
2024-2025,1,9,5,2024-11-01,1,,2,,pjxyqwbj288,人工智能学院,智能科学与技术,2020,A-523,智能网络与云计算技术,AI204012,,,A楼,5,A-523,23100505119026,南校区,,231005,2,正常,2024-11-01 09:14:00,,
2024-2025,1,9,5,2024-11-01,1,,2,,pjxyqwbk686,人工智能学院,智能科学与技术,2020,A-523,智能网络与云计算技术,AI204012,,,A楼,5,A-523,23100505119026,南校区,,231005,3,请假,2024-11-01 08:10:00,,
2024-2025,1,9,5,2024-11-01,3,,4,,pjxyqxbj271,光电工程学院,电子科学与技术,2020,A-421,物理光学,OE014007,,,A楼,4,A-421,23100504101023,南校区,多媒体教室,231005,4,缺勤,,,
2024-2025,1,9,5,2024-11-01,7,,8,,pjxyqxbk661,物理学院,电波传播与天线,2020,A-603,歌剧鉴赏,HA006098,,,A楼,6,A-603,23100506101003,南校区,多媒体教室,231005,3,请假,2024-11-01 15:35:00,公共任选,通识教育选修课
2024-2025,1,9,5,2024-11-01,7,,8,,pjxyqxbl688,物理学院,电子信息科学与技术,2020,A-603,歌剧鉴赏,HA006098,,,A楼,6,A-603,23100506101003,南校区,多媒体教室,231005,4,缺勤,,公共任选,通识教育选修课
2024-2025,1,9,5,2024-11-01,7,,8,,pjxyqwbk777,计算机科学与技术学院,物联网工程,2020,A-603,歌剧鉴赏,HA006098,,,A楼,6,A-603,23100506101003,南校区,多媒体教室,231005,2,正常,2024-11-01 15:55:00,公共任选,通识教育选修课
2024-2025,1,9,5,2024-11-01,3,,4,,pjxyqxbl763,空间科学与技术学院,探测制导与控制技术,2020,C-326,射频与天线,SS202005,,,C楼,3,C-326,23100203101026,南校区,多媒体教室,231002,4,缺勤,,,
2024-2025,1,9,5,2024-11-01,1,,2,,pjxyqwbj397,网络与信息安全学院,网络空间安全,2020,C-424,机器学习,CE204120,,,C楼,4,C-424,23100204101024,南校区,多媒体教室,231002,2,正常,2024-11-01 08:21:00,,
2024-2025,1,9,5,2024-11-01,1,,2,,pjwrqxbj905,先进材料与纳米科技学院,应用化学,2020,C-329,合成化学及表征,MA225122,,,C楼,3,C-329,23100203101029,南校区,基础智慧教室,231002,2,正常,2024-11-01 08:23:00,,
2024-2025,1,9,5,2024-11-01,1,,2,,pjwrqxbj901,先进材料与纳米科技学院,应用化学,2020,C-329,合成化学及表征,MA225122,,,C楼,3,C-329,23100203101029,南校区,基础智慧教室,231002,4,缺勤,,,
2024-2025,1,9,5,2024-11-01,1,,2,,pjxsqxbj921,经济与管理学院,市场营销,2020,C-331,市场调查与预测,EM025001,,,C楼,3,C-331,23100203101031,南校区,基础智慧教室,231002,4,缺勤,,,
2024-2025,1,9,5,2024-11-01,1,,2,,pjxsqxbj864,经济与管理学院,市场营销,2020,C-331,市场调查与预测,EM025001,,,C楼,3,C-331,23100203101031,南校区,基础智慧教室,231002,4,缺勤,,,
2024-2025,1,9,5,2024-11-01,5,,6,,pjxyqxbl723,通信工程学院,通信工程,2020,B-521,物联网技术,TE205116,,,B楼,5,B-521,23100405101024,南校区,多媒体教室,231004,2,正常,2024-11-01 13:57:00,,
2024-2025,1,9,5,2024-11-01,1,,2,,pjxuqwbj496,机电工程学院,工业设计,2020,C-427,人机工程学,ME025203,,,C楼,4,C-427,23100204101027,南校区,多媒体教室,231002,2,正常,2024-11-01 08:24:00,,
2024-2025,1,9,5,2024-11-01,1,,2,,pjxyqxbj492,微电子学院,微电子科学与工程,2020,B-517,工程概论(IV),TS001004-14,,,B楼,5,B-517,23100405101020,南校区,多媒体教室,231004,2,正常,2024-11-01 09:15:00,,
2024-2025,1,9,5,2024-11-01,1,,2,,pjxyqxbk603,微电子学院,微电子科学与工程,2020,B-517,工程概论(IV),TS001004-14,,,B楼,5,B-517,23100405101020,南校区,多媒体教室,231004,2,正常,2024-11-01 09:16:00,,
2024-2025,1,9,5,2024-11-01,3,,4,,pjxyqxbj636,通信工程学院,空间信息与数字技术,2020,XI-413,全光接入网,TE205138,,,X楼I区,4,I-413,23100104101016,南校区,多媒体教室,231001,2,正常,2024-11-01 10:26:00,,
2024-2025,1,9,5,2024-11-01,7,,8,,pjxyqxbl723,通信工程学院,通信工程,2020,XI-119,现代传输技术,TE205102,,,X楼I区,1,I-119,23100101101032,南校区,分组研讨教室,231001,2,正常,2024-11-01 15:47:00,,
2024-2025,1,9,5,2024-11-01,3,,4,,pjxrqxbj963,数学与统计学院,数学与应用数学,2020,XI-216,计算机网络基础,MS204020,,,X楼I区,2,I-216,23100102101017,南校区,多媒体教室,231001,2,正常,2024-11-01 10:12:00,,
2024-2025,1,9,5,2024-11-01,3,,4,,pjxrqxbj905,数学与统计学院,信息与计算科学,2020,XI-216,计算机网络基础,MS204020,,,X楼I区,2,I-216,23100102101017,南校区,多媒体教室,231001,2,正常,2024-11-01 10:17:00,,
2024-2025,1,9,5,2024-11-01,3,,4,,pjxyqxbj636,通信工程学院,空间信息与数字技术,2020,XI-317,网络管理,TE205112,,,X楼I区,3,I-317,23100103101018,南校区,多媒体教室,231001,2,正常,2024-11-01 10:16:00,,
2024-2025,1,9,5,2024-11-01,3,,4,,pjxyqxbk854,通信工程学院,通信工程,2020,XI-317,网络管理,TE205112,,,X楼I区,3,I-317,23100103101018,南校区,多媒体教室,231001,2,正常,2024-11-01 10:13:00,,
2024-2025,1,9,5,2024-11-01,3,,4,,pjxyqxbj718,空间科学与技术学院,飞行器设计与工程,2020,XI-320,卫星工程,SS202030,,,X楼I区,3,I-320,23100103101020,南校区,多媒体教室,231001,5,代签,2024-11-04 11:17:00,,
2024-2025,1,9,5,2024-11-01,3,,4,,pjxyqxbk615,空间科学与技术学院,空间科学与技术,2020,XI-320,卫星工程,SS202030,,,X楼I区,3,I-320,23100103101020,南校区,多媒体教室,231001,5,代签,2024-11-04 11:17:00,,
2024-2025,1,9,5,2024-11-01,3,,4,,pjxyqxbk501,空间科学与技术学院,探测制导与控制技术,2020,XI-320,卫星工程,SS202030,,,X楼I区,3,I-320,23100103101020,南校区,多媒体教室,231001,5,代签,2024-11-04 11:17:00,,
2024-2025,1,9,5,2024-11-01,9,,10,,pjxuqwbj496,机电工程学院,工业设计,2020,XI-208,软件技术基础,ME025247,,,X楼I区,2,I-208,23100102101009,南校区,多媒体教室,231001,2,正常,2024-11-01 18:53:00,,
2024-2025,1,9,5,2024-11-01,1,,2,,pjxuqwbj631,机电工程学院,机械设计制造及其自动化,2020,XI-222,工程概论(IV),TS001004-04,,,X楼I区,2,I-222,23100102101022,南校区,多媒体教室,231001,2,正常,2024-11-01 08:24:00,,
2024-2025,1,9,5,2024-11-01,3,,4,,pjxuqwbj511,机电工程学院,测控技术与仪器,2020,XI-419,工程概论(IV),TS001004-04,,,X楼I区,4,I-419,23100104101021,南校区,多媒体教室,231001,2,正常,2024-11-01 10:20:00,,
2024-2025,1,9,5,2024-11-01,5,,6,,pjxyqxbk732,光电工程学院,光电信息科学与工程,2020,XI-205,显示技术,OE015107,,,X楼I区,2,I-205,23100102101006,南校区,多媒体教室,231001,2,正常,2024-11-01 13:53:00,,
2024-2025,1,9,5,2024-11-01,7,,8,,pjxrqxbj963,数学与统计学院,数学与应用数学,2020,XI-211,微分几何,MS204017,,,X楼I区,2,I-211,23100102101012,南校区,多媒体教室,231001,2,正常,2024-11-01 15:53:00,,
2024-2025,1,9,5,2024-11-01,7,,8,,pjxrqxbj905,数学与统计学院,信息与计算科学,2020,XI-211,微分几何,MS204017,,,X楼I区,2,I-211,23100102101012,南校区,多媒体教室,231001,4,缺勤,,,
2024-2025,1,9,5,2024-11-01,3,,4,,pjxyqwbk777,计算机科学与技术学院,物联网工程,2020,B-307,协议分析与设计,CS205512,,,B楼,3,B-307,23100403101007,南校区,基础智慧教室,231004,4,缺勤,,,
2024-2025,1,9,5,2024-11-01,7,,8,,pjxuqwbj631,机电工程学院,机械设计制造及其自动化,2020,B-307,新中国史,24MC0016,,,B楼,3,B-307,23100403101007,南校区,基础智慧教室,231004,2,正常,2024-11-01 15:55:00,,
2024-2025,1,9,5,2024-11-01,5,,6,,pjxyqxbk373,物理学院,电子信息科学与技术,2020,B-421,中共党史,24MC0015,,,B楼,4,B-421,23100404101022,南校区,多媒体教室,231004,4,缺勤,,非标,公共任选课
2024-2025,1,9,5,2024-11-01,5,,6,,pjxyqwbj380,计算机科学与技术学院,软件工程,2020,B-418,程序测试,CS265020,,,B楼,4,B-418,23100404101019,南校区,多媒体教室,231004,2,正常,2024-11-01 13:54:00,,
2024-2025,1,9,5,2024-11-01,5,,6,,pjxyqwbk652,计算机科学与技术学院,软件工程,2020,B-418,程序测试,CS265020,,,B楼,4,B-418,23100404101019,南校区,多媒体教室,231004,4,缺勤,,,
2024-2025,1,9,5,2024-11-01,7,,8,,pjxyqxbj559,微电子学院,微电子科学与工程,2020,B-306,社会主义发展史,24MC0018,,,B楼,3,B-306,23100403101006,南校区,基础智慧教室,231004,2,正常,2024-11-01 16:50:00,,
2024-2025,1,9,5,2024-11-01,7,,8,,pjxyqxbj492,微电子学院,微电子科学与工程,2020,B-306,社会主义发展史,24MC0018,,,B楼,3,B-306,23100403101006,南校区,基础智慧教室,231004,2,正常,2024-11-01 16:51:00,,
2024-2025,1,9,5,2024-11-01,3,,4,,pjxyqxbk204,微电子学院,集成电路设计与集成系统,2020,B-411,有机半导体材料与器件,MI205015,,,B楼,4,B-411,23100404101011,南校区,多媒体教室,231004,2,正常,2024-11-01 10:09:00,,
2024-2025,1,10,1,2024-11-04,3,,4,,pjxyqxbk839,电子工程学院,信息对抗技术,2020,A-402,雷达信号处理新技术,EE085019,,,A楼,4,A-402,23100504101002,南校区,多媒体教室,231005,2,正常,2024-11-04 10:22:00,,
2024-2025,1,10,1,2024-11-04,7,,8,,pjxyqxbj683,物理学院,电子信息科学与技术,2020,A-402,改革开放史,MC006017,,,A楼,4,A-402,23100504101002,南校区,多媒体教室,231005,2,正常,2024-11-04 16:47:00,,
2024-2025,1,10,1,2024-11-04,7,,8,,pjxyqxbj636,通信工程学院,空间信息与数字技术,2020,A-402,改革开放史,MC006017,,,A楼,4,A-402,23100504101002,南校区,多媒体教室,231005,2,正常,2024-11-04 16:53:00,,
2024-2025,1,10,1,2024-11-04,7,,8,,pjxyqwbj763,计算机科学与技术学院,软件工程,2020,A-402,改革开放史,MC006017,,,A楼,4,A-402,23100504101002,南校区,多媒体教室,231005,2,正常,2024-11-04 16:48:00,,
2024-2025,1,10,1,2024-11-04,9,,10,,pjxsqxbj921,经济与管理学院,市场营销,2020,A-314,大学生实用营销：学习实践、择业创业、交友恋爱,EM006018,,,A楼,3,A-314,23100503101016,南校区,多媒体教室,231005,4,缺勤,,,
2024-2025,1,10,1,2024-11-04,7,,8,,pjxyqwbj279,计算机科学与技术学院,软件工程,2020,A-402,改革开放史,MC006017,,,A楼,4,A-402,23100504101002,南校区,多媒体教室,231005,2,正常,2024-11-04 16:48:00,,
2024-2025,1,10,1,2024-11-04,7,,8,,pjxyqwbk686,人工智能学院,智能科学与技术,2020,A-402,改革开放史,MC006017,,,A楼,4,A-402,23100504101002,南校区,多媒体教室,231005,3,请假,2024-11-04 15:35:00,,
2024-2025,1,10,1,2024-11-04,7,,8,,pjxyqwbk652,计算机科学与技术学院,软件工程,2020,A-402,改革开放史,MC006017,,,A楼,4,A-402,23100504101002,南校区,多媒体教室,231005,2,正常,2024-11-04 16:48:00,,
2024-2025,1,10,1,2024-11-04,7,,8,,pjxuqwbj496,机电工程学院,工业设计,2020,A-402,改革开放史,MC006017,,,A楼,4,A-402,23100504101002,南校区,多媒体教室,231005,2,正常,2024-11-04 16:50:00,,
2024-2025,1,10,1,2024-11-04,1,,2,,pjxyqxbk603,微电子学院,微电子科学与工程,2020,A-314,功率半导体器件基础,MI015006,,,A楼,3,A-314,23100503101016,南校区,多媒体教室,231005,2,正常,2024-11-04 09:20:00,,
2024-2025,1,10,1,2024-11-04,7,,8,,pjxyqxbk661,物理学院,电波传播与天线,2020,B-314,西安古都与城市文化,HA006036,,,B楼,3,B-314,23100403101014,南校区,基础智慧教室,231004,2,正常,2024-11-04 15:57:00,,
2024-2025,1,10,1,2024-11-04,7,,8,,pjxyqxbk723,空间科学与技术学院,空间科学与技术,2020,B-315,微波技术基础,SS204234,,,B楼,3,B-315,23100403101016,南校区,基础智慧教室,231004,2,正常,2024-11-04 15:49:00,,
2024-2025,1,10,1,2024-11-04,7,,8,,pjxyqxbk615,空间科学与技术学院,空间科学与技术,2020,B-315,微波技术基础,SS204234,,,B楼,3,B-315,23100403101016,南校区,基础智慧教室,231004,2,正常,2024-11-04 15:49:00,,
2024-2025,1,10,1,2024-11-04,5,,6,,pjxyqwbj763,计算机科学与技术学院,软件工程,2020,B-421,无线传感网络技术,CS265043,,,B楼,4,B-421,23100404101022,南校区,多媒体教室,231004,2,正常,2024-11-04 13:55:00,,
2024-2025,1,10,1,2024-11-04,5,,6,,pjxyqwbj564,计算机科学与技术学院,软件工程,2020,B-421,无线传感网络技术,CS265043,,,B楼,4,B-421,23100404101022,南校区,多媒体教室,231004,2,正常,2024-11-04 13:54:00,,
2024-2025,1,10,1,2024-11-04,5,,6,,pjxyqwbj380,计算机科学与技术学院,软件工程,2020,B-421,无线传感网络技术,CS265043,,,B楼,4,B-421,23100404101022,南校区,多媒体教室,231004,2,正常,2024-11-04 13:54:00,,
2024-2025,1,10,1,2024-11-04,5,,6,,pjxyqwbk652,计算机科学与技术学院,软件工程,2020,B-421,无线传感网络技术,CS265043,,,B楼,4,B-421,23100404101022,南校区,多媒体教室,231004,2,正常,2024-11-04 13:54:00,,
2024-2025,1,10,1,2024-11-04,5,,6,,pjxyqwbk624,计算机科学与技术学院,软件工程,2020,B-421,无线传感网络技术,CS265043,,,B楼,4,B-421,23100404101022,南校区,多媒体教室,231004,2,正常,2024-11-04 13:54:00,,
2024-2025,1,10,1,2024-11-04,3,,4,,pjxyqwbk949,人工智能学院,智能科学与技术,2020,B-608,量子计算智能,AI202106,,,B楼,6,B-608,23100406101009,南校区,多媒体教室,231004,4,缺勤,,学院任选,专业选修课
2024-2025,1,10,1,2024-11-04,3,,4,,pjxyqwbk686,人工智能学院,智能科学与技术,2020,B-608,量子计算智能,AI202106,,,B楼,6,B-608,23100406101009,南校区,多媒体教室,231004,3,请假,2024-11-04 10:05:00,学院任选,专业选修课
2024-2025,1,10,1,2024-11-04,5,,6,,pjxyqwbk777,计算机科学与技术学院,物联网工程,2020,B-532,智能软件概论,CS205519,,,B楼,5,B-532,23100405101035,南校区,多媒体教室,231004,2,正常,2024-11-04 14:48:00,,
2024-2025,1,10,1,2024-11-04,1,,2,,pjwrqxbj905,先进材料与纳米科技学院,应用化学,2020,C-116,界面活性技术,MA225118,,,C楼,1,C-116,23100201101037,南校区,远程互动教室,231002,2,正常,2024-11-04 08:29:00,,
2024-2025,1,10,1,2024-11-04,1,,2,,pjwrqxbj901,先进材料与纳米科技学院,应用化学,2020,C-116,界面活性技术,MA225118,,,C楼,1,C-116,23100201101037,南校区,远程互动教室,231002,2,正常,2024-11-04 08:25:00,,
2024-2025,1,10,1,2024-11-04,3,,4,,pjxyqwbj397,网络与信息安全学院,网络空间安全,2020,A-518,工控安全,CE204109,,,A楼,5,A-518,23100505101020,南校区,多媒体教室,231005,4,缺勤,,,
2024-2025,1,10,1,2024-11-04,3,,4,,pjxyqwbj579,计算机科学与技术学院,软件工程,2020,A-503,信息安全概论,CS265016,,,A楼,5,A-503,23100505101003,南校区,多媒体教室,231005,4,缺勤,,,
2024-2025,1,10,1,2024-11-04,5,,6,,pjxyqwbj397,网络与信息安全学院,网络空间安全,2020,A-518,大数据分析与安全,CE204108,,,A楼,5,A-518,23100505101020,南校区,多媒体教室,231005,2,正常,2024-11-04 13:48:00,,
2024-2025,1,10,1,2024-11-04,3,,4,,pjxyqwbk652,计算机科学与技术学院,软件工程,2020,A-511,计算机组成与结构(II),CS263012,,,A楼,5,A-511,23100505101012,南校区,多媒体教室,231005,5,代签,2024-11-04 11:59:00,,
2024-2025,1,10,1,2024-11-04,1,,2,,pjxyqxbk579,光电工程学院,光电信息科学与工程,2020,XI-210,光电成像原理,OE015029,,,X楼I区,2,I-210,23100102101011,南校区,多媒体教室,231001,2,正常,2024-11-04 09:17:00,,
2024-2025,1,10,1,2024-11-04,1,,2,,pjxyqxbk080,光电工程学院,光电信息科学与工程,2020,XI-210,光电成像原理,OE015029,,,X楼I区,2,I-210,23100102101011,南校区,多媒体教室,231001,2,正常,2024-11-04 08:23:00,,
2024-2025,1,10,1,2024-11-04,5,,6,,pjxuqwbj496,机电工程学院,工业设计,2020,C-427,人机工程学,ME025203,,,C楼,4,C-427,23100204101027,南校区,多媒体教室,231002,2,正常,2024-11-04 13:52:00,,
2024-2025,1,10,1,2024-11-04,1,,2,,pjxpqxbj978,经济与管理学院,金融学,2020,C-327,风险管理,EM044009,,,C楼,3,C-327,23100203101027,南校区,多媒体教室,231002,4,缺勤,,,
2024-2025,1,10,1,2024-11-04,1,,2,,pjxyqxbj718,空间科学与技术学院,飞行器设计与工程,2020,XI-105,航天器控制原理,SS202026,,,X楼I区,1,I-105,23100101101015,南校区,远程互动教室,231001,2,正常,2024-12-03 11:17:00,,
2024-2025,1,10,1,2024-11-04,1,,2,,pjxyqxbl763,空间科学与技术学院,探测制导与控制技术,2020,XI-105,航天器控制原理,SS202026,,,X楼I区,1,I-105,23100101101015,南校区,远程互动教室,231001,2,正常,2024-12-03 11:17:00,,
2024-2025,1,10,1,2024-11-04,1,,2,,pjxyqxbj636,通信工程学院,空间信息与数字技术,2020,EI-213,学术英语视听说,FL006104,,,E楼一区,2,EI-213,23100302101012,南校区,分组研讨教室,231003,2,正常,2024-11-04 08:26:00,学校限选,通识教育基础课
2024-2025,1,10,1,2024-11-04,3,,4,,pjxyqxbj683,物理学院,电子信息科学与技术,2020,EI-213,学术英语视听说,FL006104,,,E楼一区,2,EI-213,23100302101012,南校区,分组研讨教室,231003,2,正常,2024-11-04 10:19:00,学校限选,通识教育基础课
