课程号_统一,KCCCDM(课程层次),KCFLDM(课程分类),JXFSDM(教学方式),SKYZDM(授课语种),KCZTDM(课程状态),KCM(课程名),YWKCM(英文课程名),JXMD(教学目的),XS(学时),XF(学分),KNZXS(课内周学时),KTJSXS(课堂讲授学时),SYXS(实验学时),SJIXS(设计学时),SJXS(上机学时),TLXS(讨论学时),QTXS1(其他学时1),QTXS2(其他学时2),QTXS3(其他学时3),JZSJZ(集中实践周),KCSJXS(课程实践学时),KSLXDM(考试类型),ZWJC(中文教材),ZWCKS(中文参考书),WWJC(外文教材),WWCKS(外文参考书),SYYX(适用院系或专业),KCSM(课程说明),ZWNRJJ(中文内容简介),YWNRJJ(英文内容简介),KSRQ(开始日期),YBZS(预备知识),CZSJ(操作时间),BZ(备注),TKYY(停开原因),HFYY(恢复原因),XGXKLBDM(校公选课类别),XXKDM(先修课代码),XXKMC(先修课名称),KSXQ(开课学期),SFXGXK(是否校公选课),KCSJZXS(课程实践周学时),XFLBDM(学分类别代码),KCFL1(课程分类),SFSYSK(是否双语授课),SFQYWSK(是否全英文授课),CJKHFS(成绩考核方式),KCMB(课程目标),XXKSFQY(先修课是否启用),XXKBXTG(先修课必须通过)
MA006053,,019,30.0,,1.0,光电显示技术,Photoelectric Display Technology,,16.0,1.0,2,14.0,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,6.0,,,,1.0,,,,,,,,,
HA006019,,019,30.0,,1.0,社会心理学,Social Psychology,,16.0,1.0,2,10.0,,,,6.0,,,,,,2.0,,,,,,,,,,,,开课学期为1,,,5.0,,,1.0,1.0,,,,,,,,,
FL006029,,019,30.0,,1.0,大学生国际胜任力概要,Research and Training of International Competence for College Students,,16.0,1.0,2,10.0,,,,6.0,,,,,,2.0,,,,,,,,,,,,开课学期为1,,,5.0,,,1.0,1.0,,,,,,,,,
FL006030,,,30.0,,1.0,国际商务（一）---商务写作,International Business (preliminary)--Business Writing,,16.0,1.0,2,10.0,,,,6.0,,,,,,2.0,,,,,,,,,,,,开课学期为1,,,,,,1.0,0.0,,,,,,,,,
LS006001,,019,1.0,,1.0,睡眠与生物节律——如何提高智能，降低疾病风险？,Sleep and Circadian Rhythms - How to Improve Intelligence and Reduce Disease Risk,,16.0,1.0,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,,开课学期为1,,,6.0,,,1.0,1.0,,,,,,,,,
LS006002,,019,6.0,,1.0,微生物与人类健康——看不见的朋友和敌人,Microbes and Health——Invisible Friends and Enemies,,16.0,1.0,2,14.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,开课学期为1,,,6.0,,,1.0,1.0,,,,,,,,,
MA006002,,019,1.0,,1.0,生活化学与健康,Chemistry in Life and Health,,16.0,1.0,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,,开课学期为1,,,6.0,,,1.0,1.0,,,,,,,,,
CE006001,,019,1.0,,0.0,网络安全法,Network Security Law,,16.0,1.0,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,,开课学期为1,,,6.0,,,1.0,1.0,,,,,,,,,
CY006001,,020,15.0,,0.0,青年领导力培养,The Youth Leadership Development,,16.0,1.0,2,8.0,,4.0,,,,,,,4.0,2.0,,,,,,,,,,,,开课学期为1,,,5.0,,,1.0,1.0,,,,,,,,,
CY006002,,019,15.0,,0.0,信道计划：新生骨干训练营,Training Course for Freshman,,16.0,1.0,2,8.0,,4.0,,,,,,,4.0,2.0,,,,,,,,,,,,开课学期为1,未开课,已添加进16、17级人文限选,5.0,,,1.0,1.0,,,,,,,,,
EE006001,,019,30.0,,1.0,机载雷达基本概念与发展,The Basic Concepts and Development of Airborne Radar,,16.0,1.0,2,12.0,,,,4.0,,,,,,2.0,,,,,,,,,,,,开课学期为1,,,6.0,,,1.0,1.0,,,,,,,,,
EE006002,,019,15.0,,1.0,计算方法导论,Introduction of computing method,,16.0,1.0,2,10.0,,,,2.0,,,,,4.0,2.0,,,,,,,,,,,,开课学期为1,,,6.0,,,1.0,1.0,,,,,,,,,
EE006003,,019,15.0,,1.0,智能系统设计概论,Introduction of  Intelligent System Design,,16.0,1.0,2,10.0,,,,2.0,,,,,4.0,2.0,,,,,,,,,,,,开课学期为1,,,6.0,,,1.0,1.0,,,,,,,,,
HA6103,1.0,005,2.0,,1.0,毕业设计,Undergraduate Thesis,,0.0,16.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16,,2.0,,,,,,0+16周,,,,,,"开课学期为8,201411",,,,,,2.0,0.0,,,,,,,,,
HA3201,1.0,002,1.0,,1.0,基础写作,Basic writing,,32.0,2.0,2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,32+0周,,,,,,"开课学期为2,201411",,,,,,2.0,0.0,,,,,,,,,
ME5405,1.0,004,6.0,,1.0,自动控制理论（Ⅱ）,Automatic Control Theory(II),,40.0,2.5,2,36.0,8.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,40+0周,,,,,,开课学期为6,,,,,,2.0,0.0,,,,,,,,,
EE3005,1.0,003,10.0,,1.0,自动控制原理,Automatic Control Principle,,48.0,3.0,2,42.0,0.0,0.0,12.0,0.0,0.0,0.0,,,,1.0,,,,,,48+0周,,,,,,"开课学期为6,201411",,,,,,2.0,0.0,,,,,,,,,
LS5003,1.0,004,1.0,,1.0,自动控制理论,Automatic Control Theory,,48.0,3.0,2,48.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,48+0周,,,,,,开课学期为5,,,,,,1.0,0.0,,,,,,,,,
ME5301,1.0,003,1.0,,1.0,自动控制原理,Automatic Control Principle,,80.0,5.0,2,80.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,80+0周,,,,,,开课学期为5.F,,,,,,1.0,0.0,,,,,,,,,
ME5020,1.0,004,1.0,,1.0,综合测试与故障诊断,Integrated Test and Fault Diagnosing,,32.0,2.0,2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,32+0周,,,,,,开课学期为7,,,,,,1.0,0.0,,,,,,,,,
TE5618,1.0,003,2.0,,1.0,综合应用开发实验,Comprehensive Application Experiments,,32.0,2.0,2,0.0,64.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,32+0周,,,,,,开课学期为7,,,,,,1.0,0.0,,,,,,,,,
CS5306,1.0,004,10.0,,1.0,组网与运维,Networking and Maintenance,,48.0,3.0,2,32.0,32.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,48+0周,,,,,,开课学期为7,,,,,,1.0,0.0,,,,,,,,,
AR2121015,1.0,003,10.0,,1.0,MIDI制作,MIDI Production ,,32.0,2.0,2,22.0,0.0,0.0,20.0,0.0,0.0,0.0,,,,1.0,,,,,,32+0周,,,,,,开课学期为4,,,,,,2.0,0.0,,,,,,,,,
TE1037,1.0,002,1.0,,1.0,数字信号处理（双语）,Digital Signal Processing,,48.0,3.0,2,48.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,48+0周,,,,,,开课学期为5,,,,,,1.0,0.0,,,,,,,,,
IB1003-08,1.0,004,1.0,,1.0,信号与系统,Signals and Systems,,64.0,4.0,2,60.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,64+0周,,,,,,开课学期为5,,,,,,1.0,0.0,,,,,,,,,
LS3003,1.0,002,1.0,,1.0,数字电路与逻辑设计,Digital Circuits and Logic Design,,48.0,3.0,2,48.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,48+0周,,,,,,开课学期为4,,,,,,1.0,0.0,,,,,,,,,
EE3007,1.0,004,6.0,,1.0,数字电路与逻辑设计（EDA）,EDADigital Circuit and Logic Design,,16.0,1.0,2,6.0,20.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,16+0周,,,,,,开课学期为5,,,,,,1.0,0.0,,,,,,,,,
LS4221227,1.0,004,6.0,,1.0,自动控制技术,Automatic Control Technology,,48.0,3.0,2,46.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,48+0周,,,,,,开课学期为7,,,,,,1.0,0.0,,,,,,,,,
EE5005,1.0,004,1.0,,1.0,数字图像处理（双语）,Digital Image Processing,,48.0,3.0,2,48.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,48+0周,,,,,,"开课学期为6,201411",,,,,,2.0,0.0,,,,,,,,,
EE5088,1.0,004,1.0,,1.0,模式识别,Introduction to Pattern Recognition ,,48.0,3.0,2,48.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,48+0周,,,,,,开课学期为7,,,,,,1.0,0.0,,,,,,,,,
EE5141,1.0,004,1.0,,1.0,雷达信号处理基础,Fundamentals of Radar Signal Processing,,32.0,2.0,2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,32+0周,,,,,,"开课学期为7,201411",,,,,,1.0,0.0,,,,,,,,,
EE5017,1.0,004,10.0,,1.0,32位嵌入式系统及SoC设计导论,SoCIntroduction to bit Embedded Systems and SoC Design,,32.0,2.0,2,24.0,0.0,0.0,16.0,0.0,0.0,0.0,,,,2.0,,,,,,32+0周,,,,,,开课学期为7,,,,,,1.0,0.0,,,,,,,,,
EE5019,1.0,004,10.0,,1.0,专用集成电路设计初步,Foundations of Specific integrated Circuit Design,,32.0,2.0,2,24.0,0.0,0.0,16.0,0.0,0.0,0.0,,,,1.0,,,,,,32+0周,,,,,,"开课学期为7,201411",,,,,,1.0,0.0,,,,,,,,,
EE5138,1.0,004,1.0,,1.0,电力线通信技术,Electric Power Line Communication Technology,,32.0,2.0,2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,32+0周,,,,,,"开课学期为6,201411",,,,,,2.0,0.0,,,,,,,,,
EM6204,1.0,003,15.0,,1.0,市场调查与预测,Marketing Research and Forecasting,,32.0,2.0,2,26.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,2.0,,,,,,32+0周,,,,,,"开课学期为7,201411",,,,,,1.0,0.0,,,,,,,,,
EM6226,1.0,004,15.0,,1.0,广告策划,Advertising Planning,,32.0,2.0,2,24.0,0.0,0.0,0.0,0.0,8.0,0.0,,,,1.0,,,,,,32+0周,,,,,,"开课学期为7,201411",,,,,,1.0,0.0,,,,,,,,,
ME3702,1.0,002,6.0,,1.0,材料力学,Mechanics of Materials,,64.0,4.0,2,62.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,64+0周,,,,,,开课学期为4,,,,,,2.0,0.0,,,,,,,,,
EM6229,1.0,004,1.0,,1.0,国际市场营销,International Marketing,,32.0,2.0,2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,32+0周,,,,,,"开课学期为7,201411",,,,,,1.0,0.0,,,,,,,,,
EM6230,1.0,004,15.0,,1.0,客户关系管理,Customer Relationship Management,,32.0,2.0,2,20.0,0.0,0.0,0.0,0.0,12.0,0.0,,,,2.0,,,,,,32+0周,,,,,,"开课学期为7,201411",,,,,,1.0,0.0,,,,,,,,,
CS4221045,1.0,004,2.0,,1.0,通信系统设计实验,Communication System Design Experiments,,32.0,2.0,2,0.0,60.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,32+0周,,,,,,开课学期为7,,,,,,1.0,0.0,,,,,,,,,
CS4221046,1.0,004,2.0,,1.0,电子系统综合实验,Comprehensive Experiments on Electronic Systems,,32.0,2.0,2,0.0,60.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,32+0周,,,,,,开课学期为7,,,,,,1.0,0.0,,,,,,,,,
EE2321228,1.0,004,1.0,,1.0,现代电子测量,Electronic Measurement,,32.0,2.0,2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,32+0周,,,,,,开课学期为4,,,,,,2.0,0.0,,,,,,,,,
ME5031,1.0,004,10.0,,1.0,计算机辅助三维实体设计（PRO/E）,Computer aided 3D entity design（PRO/E）,,32.0,2.0,2,16.0,0.0,0.0,32.0,0.0,0.0,0.0,,,,2.0,,,,,,32+0周,,,,,,"开课学期为5,201411",,,,,,1.0,0.0,,,,,,,,,
OE3221039,1.0,004,10.0,,1.0,操作系统,Operating System,,64.0,4.0,2,52.0,0.0,0.0,24.0,0.0,0.0,0.0,,,,1.0,,,,,,64+0周,,,,,,开课学期为5,,,,,,1.0,0.0,,,,,,,,,
TE5083,1.0,003,1.0,,1.0,信息论基础,Information Theory,,48.0,3.0,2,48.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,48+0周,,,,,,开课学期为7,,,,,,1.0,0.0,,,,,,,,,
HA8079,1.0,,15.0,,1.0,中国社会史,Social History of China,,32.0,2.0,2,27.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,1.0,,,,,,32+0周,,,,,,大一~大三第二学期,,,3.0,,,2.0,1.0,,,,,,,,,
HA8080,1.0,,15.0,,1.0,中国法制史,Chinese Legal History,,32.0,2.0,2,28.0,0.0,0.0,0.0,4.0,0.0,0.0,,,,1.0,,,,,,32+0周,,,,,,大一~大三第二学期,,,3.0,,,2.0,1.0,,,,,,,,,
HA8081,1.0,,1.0,,1.0,西安古都与城市文化,Capital’s culture of Ancient Xi’an,,32.0,2.0,2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,32+0周,,,,,,大二~大四第一、二学期,,,3.0,,,1.0,1.0,,,,,,,,,
HA8082,1.0,,15.0,,1.0,长安历史文化专题,History & culture of Chang’an,,32.0,2.0,2,30.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,2.0,,,,,,32+0周,,,,,,大二~大四第一、二学期,,,3.0,,,1.0,1.0,,,,,,,,,
TE5622-02,1.0,003,2.0,,1.0,空间信息综合开发实验（II）,Comprehensive Development Experiments on Spatial Information  (II),,16.0,1.0,2,0.0,32.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,16+0周,,,,,,开课学期为7,,,,,,1.0,0.0,,,,,,,,,
TE5049,1.0,003,6.0,,1.0,遥感技术,Remote Sensing Technology,,56.0,3.5,2,48.0,16.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,56+0周,,,,,,开课学期为5,,,,,,1.0,0.0,,,,,,,,,
EM3040,1.0,004,1.0,,1.0,金融学,Finance ,,32.0,2.0,2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,32+0周,,,,,,开课学期为6,,,,,,2.0,0.0,,,,,,,,,
EM6249,1.0,004,15.0,,1.0,营销策划,Marketing Planning,,32.0,2.0,2,20.0,0.0,0.0,0.0,0.0,12.0,0.0,,,,2.0,,,,,,32+0周,,,,,,开课学期为7,,,,,,1.0,0.0,,,,,,,,,
EE2321201,1.0,004,10.0,,1.0,新技术讲座,New Technology Seminar,,32.0,1.0,2,16.0,0.0,0.0,16.0,0.0,16.0,0.0,,,,2.0,,,,,,46+0周,,,,,,开课学期为3,,,,,,1.0,0.0,,,,,,,,,
EM6138,1.0,004,1.0,,1.0,微机原理,The principle of Microcomputer,,32.0,2.0,2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,32+0周,,,,,,开课学期为7,,,,,,1.0,0.0,,,,,,,,,
HA202022,,004,6.0,,1.0,生命教育哲学,Life Philosophy,,32.0,2.0,2,24.0,,,,,,,,,16.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
HA202026,,004,1.0,,1.0,中西哲学比较,Comparison between Chinese and Western philosophy,,32.0,2.0,2,32.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
HA202029,,004,1.0,,1.0,两汉哲学专题,The Philosophy of the Han Dynasty,,32.0,2.0,2,32.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
HA202032,,004,6.0,,1.0,影视哲学,Philosophy of film and television,,32.0,2.0,2,24.0,,,,,,,,,16.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
HA202035,,004,1.0,,1.0,后现代主义哲学,philosophy of Postmodernism,,32.0,2.0,2,32.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
HA202084,,004,1.0,,1.0,科学的认知科学研究专题,Research on Cognitive Science for Science,,32.0,2.0,2,32.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
HA202087,,004,1.0,,1.0,宋代理学的思想世界,The Ideological World of Neo-confucianism in Song Dynasty,,32.0,2.0,2,32.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
HA202090,,004,1.0,,1.0,中国政治哲学史,History of Chinese political philosophy,,32.0,2.0,2,32.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
HA202039,,004,1.0,,1.0,明清人物,Figures of Ming and Oing Dynasties,,32.0,2.0,2,32.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
HA202042,,004,1.0,,1.0,陈寅恪学术八讲,Eight Academic Lectures on Chen Yinque&rsquo;s Thought,,32.0,2.0,2,32.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
HA202045,,004,1.0,,1.0,中国社会史,Chinese Social History,,32.0,2.0,2,32.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
HA202048,,004,1.0,,1.0,敦煌学探秘,Dunhuang Studies,,32.0,2.0,2,32.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
HA202050,,004,1.0,,1.0,中国民族舞蹈赏析,Chinese Ethnic Dance Appreciation,,32.0,2.0,2,32.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
HA202051,,004,6.0,,1.0,乐器合奏,Instrumental Ensemble,,32.0,2.0,2,16.0,,,,,,,,,32.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
HA202072,,004,6.0,,1.0,宋词专题研究,Monographic Study of and Song Jambic Verse,,32.0,2.0,2,20.0,,,,,,,,,24.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
HA202078,,004,6.0,,1.0,古代小说专题研究,Monographic Study of Ancient Novel,,32.0,2.0,2,20.0,,,,,,,,,24.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
HA015003,,018,2.0,,1.0,毕业实习,UndergraduationPratice,,8.0,8.0,2,,,,,,,,,,8.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
HA015004,,018,2.0,,1.0,毕业论文,Undergraduation Thesis,,16.0,8.0,2,,,,,,,,,,16.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
HA034053,,018,2.0,,1.0,毕业设计,Undergraduate Thesis,,16.0,16.0,2,,,,,,,,,,16.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
MI204042,,018,2.0,,1.0,集成电路综合设计训练（初芯）（论文）,Integrated Project Training,,256.0,16.0,0,0.0,0.0,,0.0,,,,,16周,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,
IC216015,,019,30.0,,1.0,移动计算与智能终端软件研发,Mobile computing and smart terminal software development,,16.0,1.0,2,14.0,,,,2.0,,,,,,2.0,,,,,,,,,,,,2021年国际双创实践周企业专家引课,,,9.0,,,,1.0,,,,,,,,,
IC216016,,019,30.0,,1.0,深度学习实践--计算机视觉,Deep Learning Practice&mdash;Computer Vision,,16.0,1.0,2,14.0,,,,2.0,,,,,,2.0,,,,,,,,,,,,2021年国际双创实践周企业专家引课,,,9.0,,,,1.0,,,,,,,,,
IC216017,,019,15.0,,1.0,HarmonyOS应用开发实战,HarmonyOS in Action,,16.0,1.0,2,4.0,8.0,,4.0,,,,,,,2.0,,,,,,,,,,,,2021年国际双创实践周企业专家引课,,,9.0,,,,1.0,,,,,,,,,
IC216018,,019,15.0,,1.0,基于敏捷的开发实战,Agile-based development combat,,16.0,1.0,2,12.0,,,,2.0,,,,,2.0,2.0,,,,,,,,,,,,2021年国际双创实践周企业专家引课,,,9.0,,,,1.0,,,,,,,,,
IC216019,,019,15.0,,1.0,C++编程实践,C++ Programming,,16.0,1.0,2,6.0,,,8.0,2.0,,,,,,2.0,,,,,,,,,,,,2021年国际双创实践周企业专家引课,,,9.0,,,,1.0,,,,,,,,,
IC216020,,019,1.0,,1.0,数据科学与AI大数据应用,Data Sciences and AI Applications,,16.0,1.0,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,,2021年国际双创实践周企业专家引课,,,9.0,,,,1.0,,,,,,,,,
IC216021,,019,1.0,,1.0,产品创新思维与创新技术,Product Innovation Thinking and Tecchnologies,,16.0,1.0,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,,2021年国际双创实践周企业专家引课,,,9.0,,,,1.0,,,,,,,,,
IC216022,,019,30.0,,1.0,嵌入式人工智能实践课,Embedded Artificial Intelligence Practice Course,,16.0,1.0,2,14.0,,,,2.0,,,,,,2.0,,,,,,,,,,,,2021年国际双创实践周企业专家引课,,,9.0,,,,1.0,,,,,,,,,
IC216023,,019,1.0,,1.0,金融信息前沿技术,Frontier Techniques in Financial Information Technology,,16.0,1.0,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,,2021年国际双创实践周企业专家引课,,,9.0,,,,1.0,,,,,,,,,
IC216024,,019,30.0,,1.0,企业创新创业前沿与大学生双创,Innovation and Entrepreneurship from Enterprise to University,,16.0,1.0,2,12.0,,,,4.0,,,,,,2.0,,,,,,,,,,,,2021年国际双创实践周企业专家引课,,,9.0,,,,1.0,,,,,,,,,
IC216025,,019,1.0,,1.0,新能源大数据初探,Introduction to New Energy System Application Based on Big Data,,16.0,1.0,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,,2021年国际双创实践周企业专家引课,,,9.0,,,,1.0,,,,,,,,,
IC216026,,019,15.0,,1.0,智慧交通前沿技术导论,Introduction to advanced technology of Intelligent Transportation,,16.0,1.0,2,4.0,4.0,,,4.0,4.0,,,,,2.0,,,,,,,,,,,,2021年国际双创实践周企业专家引课,,,9.0,,,,1.0,,,,,,,,,
SS202069,,003,6.0,zw,1.0,卫星导航技术,Satellite Navigation technology,,48.0,3.0,2,16.0,64.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,
SS202066,,004,1.0,zw,1.0,自组网通信,Ad Hoc Network Communications,,32.0,2.0,2,32.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,
SS202064,,018,2.0,zw,1.0,飞行器计算与仿真训练,Calculation and Simulation Training of Flight Vehicle,,4.0,2.0,2,,,,,,,,,4,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,
IC216049,,019,1.0,,1.0,Web安全与攻防,web security,,16.0,1.0,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,,2021年国际双创实践周企业专家引课,,,9.0,,,,1.0,,,,,,,,,
IC216050,,019,1.0,,1.0,电子数据取证基础,Foundation of Digital Forensics,,16.0,1.0,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,,2021年国际双创实践周企业专家引课,,,9.0,,,,1.0,,,,,,,,,
IC216051,,019,30.0,,1.0,新型智能硬件产品的研发，生产和营销概述,"Introduction to development, production and marketing of latest hardware products",,16.0,1.0,2,10.0,,,,6.0,,,,,,2.0,,,,,,,,,,,,2021年国际双创实践周企业专家引课,,,9.0,,,,1.0,,,,,,,,,
IC216052,,019,7.0,,1.0,数字传媒时代的增长之路,The road to growth in the digital media age,,16.0,1.0,2,6.0,,,2.0,,4.0,,,,4.0,2.0,,,,,,,,,,,,2021年国际双创实践周企业专家引课,,,9.0,,,,1.0,,,,,,,,,
IC216053,,019,30.0,,1.0,风口行业中的职业选择和规划,career selection and planning in the tuyere industry,,16.0,1.0,2,12.0,,,,4.0,,,,,,2.0,,,,,,,,,,,,2021年国际双创实践周企业专家引课,,,9.0,,,,1.0,,,,,,,,,
SS202081,,004,1.0,qy,1.0,天文学与天文物理（全英文）,Astronomy and Astophysic,,32.0,2.0,2,32.0,,,,,,,,,,1.0,,,,,,,,,2022-03-31,,,,,,,,,,0.0,,,,,,,,,
ME216009,,019,1.0,,1.0,有限元分析基础,Fundamentals of finite element analysis,,16.0,1.0,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,,2021年国际双创实践周海外专家引课,,,9.0,,,,1.0,,,,,,,,,
ME216010,,019,1.0,,1.0,机械电子学,Mechatronics,,16.0,1.0,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,,2021年国际双创实践周海外专家引课,,,9.0,,,,1.0,,,,,,,,,
PY216000,,019,1.0,,1.0,人工智能及其应用,Artificial Intelligence and its Applications,,16.0,1.0,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,,2021年国际双创实践周海外专家引课,,,9.0,,,,1.0,,,,,,,,,
PY216001,,019,1.0,,1.0,信息显示与光学,Frontier Display Optics,,16.0,1.0,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,,2021年国际双创实践周海外专家引课,,,9.0,,,,1.0,,,,,,,,,
PY216002,,019,1.0,,1.0,光学基础与应用,Optics Fundamentals and Applications,,16.0,1.0,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,,2021年国际双创实践周海外专家引课,,,9.0,,,,1.0,,,,,,,,,
PY216003,,019,1.0,,1.0,计算机视觉中的深度学习,Deep Learning for Computer Vision,,16.0,1.0,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,,2021年国际双创实践周海外专家引课,,,9.0,,,,1.0,,,,,,,,,
PY216004,,019,1.0,,1.0,人工智能与机器学习：计算机视觉中的应用,Artificial Intelligence and Machine Learning ： Applications to Computer Vision,,16.0,1.0,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,,2021年国际双创实践周海外专家引课,,,9.0,,,,1.0,,,,,,,,,
MS216000,,019,1.0,,1.0,机器学习,MachineLearning,,16.0,1.0,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,,2021年国际双创实践周海外专家引课,,,9.0,,,,1.0,,,,,,,,,
MS216001,,019,1.0,,0.0,图像处理的数学方法,Mathemtical image processing,,16.0,1.0,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,,2021年国际双创实践周海外专家引课,,,9.0,,,,1.0,,,,,,,,,
EM216000,,019,1.0,,1.0,创业与创新,Entrepreneurship and Innovation,,16.0,1.0,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,,2021年国际双创实践周海外专家引课,,,9.0,,,,1.0,,,,,,,,,
EM216001,,019,1.0,,1.0,管理信息系统,Management Information System,,16.0,1.0,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,,2021年国际双创实践周海外专家引课,,,9.0,,,,1.0,,,,,,,,,
EM216002,,019,1.0,,1.0,创新生态系统:如何一起学习、创新和创业,"Innovation Ecosystems: How to Learn,     Innovate and Enterprise Together",,16.0,1.0,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,,2021年国际双创实践周海外专家引课,,,9.0,,,,1.0,,,,,,,,,
EM216003,,019,1.0,,1.0,现代新经济环境中的创新管理,Innovation in the modern economy,,16.0,1.0,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,,2021年国际双创实践周海外专家引课,,,9.0,,,,1.0,,,,,,,,,
HA216000,,019,1.0,,1.0,机器人伦理,Robot Ethics,,16.0,1.0,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,,2021年国际双创实践周海外专家引课,,,9.0,,,,1.0,,,,,,,,,
