XH(学号),YDRQ(异动日期),YDLBDM(异动类别代码),YDLBDM(异动类别代码)_含义,YDYYDM(异动原因代码),YDYYDM(异动原因代码)_含义,SPRQ(审批日期),YYXDM(原院系代码),YZYDM(原专业代码),YZYFXDM(原专业方向代码),YNJ(原年级),XYXDM(现院系代码),XZYDM(现专业代码),XZYFXDM(现专业方向代码),XNJ(现年级),SFZX(是否在校),SFZX(是否在校)_含义,YDSM(异动说明),YXZ(原学制),YXZ(原学制)_含义,XBH(现班号),BY1(生效日期),BY2(备用),SFSCXKJG(是否删除选课结果),SFTBPYFA(是否同步培养方案),SFTBPYFA(是否同步培养方案)_含义
pjwtqxbj918,,4,转专业,5,保留学籍,2022-08-02 18:52:42,1115,1502,,2020,1115.0,101011T,,2020.0,,,20212022200052020级转专业,,,2015031,2022-08-02,,,0,0
pjxyqwbj486,,4,转专业,6,专业分流,2022-08-12 17:46:19,1103,0301,03011,2020,1103.0,0301,0301X,2020.0,,,分流,4.0,转专业,2003011数,2022-08-12,,0.0,1,休学
pjxqqxbj979,,4,转专业,6,专业分流,2021-03-29 14:50:11,2320,202005,,2020,1108.0,0802,,2020.0,,,,4.0,转专业,2008021,2021-03-26,,0.0,1,休学
pjxpqxbj981,,18,学院异动,31,学籍从书院转入学院,2021-07-16 11:36:58,2321,9296,,2020,1109.0,0902,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2009021,2021-07-16,,0.0,1,休学
pjxpqxbj971,,18,学院异动,31,学籍从书院转入学院,2022-07-02 19:11:39,1109,0991,,2020,1109.0,0903,,2020.0,,,,4.0,转专业,2009031,2022-07-02,,0.0,1,休学
pjxyqxbk185,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:31:54,1105,0505,,2020,528.0,2801,,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxyqwbj367,,4,转专业,5,保留学籍,2022-07-12 20:10:16,1103,0301,,2020,1120.0,2001,,2020.0,,,20212022200052020级转专业,,,2020012,2022-07-12,,,0,0
pjxyqwbj059,,4,转专业,6,专业分流,2022-08-12 17:57:54,1103,0301,03011,2020,1103.0,0301,0301X,2020.0,,,分流,4.0,转专业,2003013数,2022-08-12,,0.0,1,休学
pjxqqxbj951,,4,转专业,6,专业分流,2021-03-29 14:58:21,2320,202005,,2020,1108.0,0803,,2020.0,,,,4.0,转专业,2008031,2021-03-26,,0.0,1,休学
pjxpqxbj981,,4,转专业,6,专业分流,2020-09-17 17:18:28,2321,202006,,2020,2321.0,9296,,2020.0,,,无,4.0,转专业,2009021,2020-09-17,,0.0,1,休学
pjxyqwbj164,,4,转专业,6,专业分流,2022-08-12 17:57:54,1103,0301,03011,2020,1103.0,0301,0301X,2020.0,,,分流,4.0,转专业,2003013数,2022-08-12,,0.0,1,休学
pjxsqxbj985,,18,学院异动,31,学籍从书院转入学院,2021-07-16 17:29:00,2320,202004,,2020,1106.0,0691,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2006911,2021-07-16,,0.0,1,休学
pjxyqxbk195,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:49:05,1105,0501,05011,2020,529.0,2901,29011,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxyqxbk527,,4,转专业,5,保留学籍,2020-09-18 20:55:57,2321,202001,,2020,2321.0,9290,92909,2020.0,,,2020202110007教学改革试点班选拔2020级,,,2014019,2020-09-18,,,0,0
pjxyqwbj388,,4,转专业,6,专业分流,2022-08-20 16:41:22,1103,0301,03017,2020,1103.0,0301,03017,2020.0,,,分流,4.0,转专业,2003013网,2022-08-20,,0.0,1,休学
pjxxxxbj930,,18,学院异动,31,学籍从书院转入学院,2021-07-16 16:55:51,2321,9291,92910,2020,1101.0,0101,01901,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2001911,2021-07-16,,0.0,1,休学
pjxyqwbk777,,16,班级异动,20,班级异动,2022-07-12 19:28:13,2325,202102,,2021,1103.0,0304,,2021.0,,,分流,4.0,转专业,2103041,2022-07-12,,0.0,1,休学
pjxyqxbk951,,4,转专业,5,保留学籍,2022-07-12 17:23:44,1114,1402,,2020,1114.0,1401,14011,2020.0,,,20212022200052020级转专业,,,2014011,2022-07-12,,,0,0
pjxyqwbj315,,4,转专业,6,专业分流,2022-08-20 13:04:27,1103,0301,0301X,2020,1103.0,0301,0301X,2020.0,,,分流,4.0,转专业,2003011数,2022-08-20,,0.0,1,休学
pjxyqwbj728,,4,转专业,6,专业分流,2022-08-16 14:44:49,1103,0301,03011,2020,1103.0,0301,03012,2020.0,,,分流,4.0,转专业,2003012软,2022-08-16,,0.0,1,休学
pjxyqxbk477,,16,班级异动,20,班级异动,2022-04-03 12:27:34,1102,0201,,2020,1102.0,0201,02011,2020.0,,,20220403-14,4.0,转专业,2002014,2022-04-03,,0.0,0,0
pjxyqwbj904,,4,转专业,6,专业分流,2022-08-16 15:21:02,1103,0301,03011,2020,1103.0,0301,03017,2020.0,,,分流,4.0,转专业,2003011网,2022-08-16,,0.0,1,休学
pjxrqxbj963,,2,复学,4,转专业,2024-02-29 08:44:30,1107,0701,07011,2020,1107.0,0701,07018,2021.0,1.0,休学,,4.0,转专业,2107011,2024-02-29,,0.0,1,休学
pjxtztbj996,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:31:54,1105,0505,,2020,528.0,2801,,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxyqxbk160,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:49:05,1105,0501,05011,2020,529.0,2901,29011,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxuqwbj839,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:34:10,2320,9195,91958,2020,1104.0,0407,04078,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2004078,2021-07-16,,0.0,1,休学
pjxrqxbj942,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:22:36,2320,202007,,2020,1107.0,0791,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,209701,2021-07-16,,0.0,1,休学
pjxsqxbj784,,4,转专业,6,专业分流,2022-06-27 19:58:46,1106,0691,,2020,1106.0,0605,,2020.0,,,,4.0,转专业,2006051,2022-06-27,,0.0,1,休学
pjxsqxbj927,,18,学院异动,31,学籍从书院转入学院,2021-07-16 17:30:41,2320,202004,,2020,1106.0,0691,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2006912,2021-07-16,,0.0,1,休学
pjxyqxbl906,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:33:47,1105,0503,,2020,529.0,2902,,2020.0,,,1111,4.0,转专业,2005031,2022-07-12,,0.0,1,休学
pjxyqxbk495,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:31:53,1105,0505,,2020,528.0,2801,,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxsqxbj909,,4,转专业,6,专业分流,2022-06-27 20:16:59,1106,0691,,2020,1106.0,0612,,2020.0,,,,4.0,转专业,2006121,2022-06-27,,0.0,1,休学
pjxyqwbk729,,4,转专业,6,专业分流,2022-08-12 15:10:00,1103,0305,03050,2020,1103.0,0305,03050,2020.0,,,分流,4.0,转专业,2003053嵌,2022-08-12,,0.0,1,休学
pjxyqxbk953,,16,班级异动,20,班级异动,2022-04-03 12:22:20,1102,0201,,2020,1102.0,0201,02011,2020.0,,,20220403-13,4.0,转专业,2002013,2022-04-03,,0.0,0,0
pjxyqwbj243,,4,转专业,6,专业分流,2022-08-20 16:48:33,1103,0301,03017,2020,1103.0,0301,03017,2020.0,,,分流,4.0,转专业,2003014网,2022-08-20,,0.0,1,休学
pjxyqxbj703,,4,转专业,5,保留学籍,2020-09-18 20:56:42,2321,202001,,2020,2321.0,9290,92909,2020.0,,,2020202110007教学改革试点班选拔2020级,,,2014019,2020-09-18,,,0,0
pjxrqxbj939,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:22:36,2320,202007,,2020,1107.0,0791,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,209701,2021-07-16,,0.0,1,休学
pjxqqxbj969,,4,转专业,6,专业分流,2021-03-29 14:58:21,2320,202005,,2020,1108.0,0803,,2020.0,,,,4.0,转专业,2008031,2021-03-26,,0.0,1,休学
pjxyqwbj554,,4,转专业,6,专业分流,2022-08-16 14:44:49,1103,0301,03011,2020,1103.0,0301,03012,2020.0,,,分流,4.0,转专业,2003012软,2022-08-16,,0.0,1,休学
pjxyqxbj788,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:44:26,1105,0501,05011,2020,529.0,2901,29011,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxyqxbk429,,4,转专业,5,保留学籍,2020-09-18 21:09:23,2321,202001,,2020,2321.0,9292,92928,2020.0,,,2020202110006zy班选拔2020级,,,2002018,2020-09-18,,,0,0
pjxuqwbj558,,16,班级异动,20,班级异动,2021-09-01 16:03:55,1102,0201,02018,2020,1102.0,0201,02018,2020.0,,,2021-09-01 00:00:00,4.0,转专业,2002018,2021-09-01,,0.0,1,休学
pjxyqwbk531,,4,转专业,6,专业分流,2022-08-20 16:41:22,1103,0301,03017,2020,1103.0,0301,03017,2020.0,,,分流,4.0,转专业,2003013网,2022-08-20,,0.0,1,休学
pjxyqwbj307,,15,出国交流,18,学院异动,2024-06-05 18:31:34,1103,0301,03015,2020,1103.0,080906,,2020.0,1.0,休学,交流结束,4.0,转专业,2003061,2024-06-05,,0.0,0,0
pjxqzxbj984,,18,学院异动,31,学籍从书院转入学院,2021-07-16 09:24:21,2320,9191,,2020,1108.0,0801,08011,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2008011,2021-07-16,,0.0,1,休学
pjxyqxbk795,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:24:51,1105,0504,,2020,528.0,2803,,2020.0,,,1111,4.0,转专业,2005049,2022-07-12,,0.0,1,休学
pjxsqxbj787,,4,转专业,6,专业分流,2022-06-27 19:47:31,1106,0691,,2020,1106.0,0603,,2020.0,,,,4.0,转专业,2006031,2022-06-27,,0.0,1,休学
pjxyqxbl879,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:31:54,1105,0505,,2020,528.0,2801,,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxsqxbj862,,18,学院异动,31,学籍从书院转入学院,2021-07-16 17:33:38,2320,202004,,2020,1106.0,0691,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2006913,2021-07-16,,0.0,1,休学
pjxrqxbj901,,16,班级异动,20,班级异动,2021-09-01 16:03:55,1102,0201,02018,2020,1102.0,0201,02018,2020.0,,,2021-09-01 00:00:00,4.0,转专业,2002018,2021-09-01,,0.0,1,休学
pjxyqwbk636,,4,转专业,6,专业分流,2022-08-12 11:33:53,1103,0305,03052,2020,1103.0,0305,03052,2020.0,,,分流,4.0,转专业,2003053W,2022-08-12,,0.0,1,休学
pjxyqxbk951,,16,班级异动,20,班级异动,2022-07-12 17:28:50,1114,1401,14011,2020,1114.0,1401,14011,2020.0,,,班级异动,4.0,转专业,2014012,2022-07-12,,0.0,1,休学
pjxyqwbj380,,11,留级,13,延长学制,2022-10-19 17:44:05,1103,0305,03055,2020,1103.0,0305,03051,2021.0,,,,4.0,转专业,2103053,2022-10-19,,0.0,1,休学
pjxuqwbj511,,16,班级异动,20,班级异动,2022-07-11 23:45:26,2325,202103,,2021,1104.0,0405,,2021.0,,,分班级,4.0,转专业,2104051,2022-07-11,,0.0,1,休学
pjxyqxbj065,,16,班级异动,20,班级异动,2022-04-03 12:18:54,1102,0201,,2020,1102.0,0201,02011,2020.0,,,20220403-12,4.0,转专业,2002012,2022-04-03,,0.0,0,0
pjxyqwbj907,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:36:10,2320,9197,91979,2020,1120.0,2003,20039,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2020039,2021-07-16,,0.0,1,休学
pjxyqwbj506,,4,转专业,6,专业分流,2022-08-12 10:56:02,1103,0305,,2020,1103.0,0305,03052,2020.0,,,分流,4.0,转专业,2003052W,2022-08-12,,0.0,1,休学
pjxxxxbj937,,18,学院异动,31,学籍从书院转入学院,2021-07-16 16:55:51,2321,9291,92910,2020,1101.0,0101,01901,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2001911,2021-07-16,,0.0,1,休学
pjxyqwbj538,,4,转专业,6,专业分流,2022-08-20 09:27:08,1103,0305,03052,2020,1103.0,0305,03052,2020.0,,,分流,4.0,转专业,2003051W,2022-08-20,,0.0,1,休学
pjxxxxbj997,,18,学院异动,31,学籍从书院转入学院,2021-07-16 16:55:50,2321,9291,92910,2020,1101.0,0101,01901,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2001911,2021-07-16,,0.0,1,休学
pjxyqxbj848,,4,转专业,5,保留学籍,2020-09-18 20:57:09,2321,202001,,2020,2321.0,9292,92929,2020.0,,,2020202110007教学改革试点班选拔2020级,,,2002019,2020-09-18,,,0,0
pjxsqxbj825,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:25:26,2320,9192,91928,2020,1103.0,0301,03018,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2003018,2021-07-16,,0.0,1,休学
pjxyqwbk523,,16,班级异动,20,班级异动,2022-04-28 14:51:30,1120,2003,,2020,1120.0,2003,2003,2020.0,,,添加专业方向,4.0,转专业,2020032,2022-04-28,,0.0,1,休学
pjxyqwbk818,,4,转专业,6,专业分流,2022-08-16 16:38:57,1103,0301,03011,2020,1103.0,0301,03015,2020.0,,,分流,4.0,转专业,2003014嵌,2022-08-16,,0.0,1,休学
pjxyqxbk220,,16,班级异动,20,班级异动,2022-04-03 12:27:34,1102,0201,,2020,1102.0,0201,02011,2020.0,,,20220403-14,4.0,转专业,2002014,2022-04-03,,0.0,0,0
pjxyqxbj952,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:42:51,2321,9291,92918,2020,1101.0,0101,01018,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2001018,2021-07-16,,0.0,1,休学
pjxyqwbk541,,4,转专业,6,专业分流,2022-08-20 10:11:18,1103,0305,03050,2020,1103.0,0305,03050,2020.0,,,分流,4.0,转专业,2003051嵌,2022-08-20,,0.0,1,休学
pjxyqxbl954,,16,班级异动,20,班级异动,2022-04-03 12:30:56,1102,0201,,2020,1102.0,0201,02011,2020.0,,,20220403-15,4.0,转专业,2002015,2022-04-03,,0.0,0,0
pjxsqxbj857,,4,转专业,6,专业分流,2022-06-27 20:03:51,1106,0691,,2020,1106.0,0606,,2020.0,,,,4.0,转专业,2006061,2022-06-27,,0.0,1,休学
pjxyqwbj002,,4,转专业,6,专业分流,2022-08-20 17:11:42,1103,0301,03015,2020,1103.0,0301,03015,2020.0,,,分流,4.0,转专业,2003011嵌,2022-08-20,,0.0,1,休学
pjxyqwbj939,,4,转专业,5,保留学籍,2020-09-18 18:15:33,2320,202002,,2020,2320.0,9197,91979,2020.0,,,2020202110007教学改革试点班选拔2020级,,,2020039,2020-09-18,,,0,0
pjxyqxbk572,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:49:04,1105,0501,05011,2020,529.0,2901,29011,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxsqxbj918,,4,转专业,5,保留学籍,2022-08-24 11:10:10,1106,0601,,2020,1118.0,1801,18011,2020.0,,,20212022200052020级转专业,,,2018011,2022-08-24,,,0,0
pjxyqwbj166,,4,转专业,6,专业分流,2022-08-20 16:09:35,1103,0301,03017,2020,1103.0,0301,03017,2020.0,,,分流,4.0,转专业,2003012网,2022-08-20,,0.0,1,休学
pjxqzxbj997,,16,班级异动,20,班级异动,2021-07-23 11:14:47,1108,0801,08011,2020,1108.0,0801,08014,2020.0,,,根据培养方案要求，2020级录音艺术专业学生在第三学期开始进行专业分流。,4.0,转专业,2008012,2021-07-26,,0.0,1,休学
pjxyqwbk935,,4,转专业,6,专业分流,2022-08-20 16:09:35,1103,0301,03017,2020,1103.0,0301,03017,2020.0,,,分流,4.0,转专业,2003012网,2022-08-20,,0.0,1,休学
pjxyqxbk442,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:57:56,2321,9293,92939,2020,1105.0,0501,05019,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2005019,2021-07-16,,0.0,1,休学
pjxxxxbj923,,18,学院异动,31,学籍从书院转入学院,2021-07-16 16:55:51,2321,9291,92910,2020,1101.0,0101,01901,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2001911,2021-07-16,,0.0,1,休学
pjxsqxbj969,,4,转专业,6,专业分流,2022-06-27 20:16:59,1106,0691,,2020,1106.0,0612,,2020.0,,,,4.0,转专业,2006121,2022-06-27,,0.0,1,休学
pjxyqwbk519,,4,转专业,6,专业分流,2022-08-16 16:12:34,1103,0301,03011,2020,1103.0,0301,03017,2020.0,,,分流,4.0,转专业,2003014网,2022-08-16,,0.0,1,休学
pjxrqxbj955,,16,班级异动,20,班级异动,2022-07-11 23:00:04,1103,0305,03057,2020,1103.0,0305,03051,2020.0,,,分流,4.0,转专业,2003053,2022-07-11,,0.0,1,休学
pjxyqxbk799,,16,班级异动,20,班级异动,2023-07-15 15:48:28,1103,0301,03091,2020,1103.0,0301,030911,2020.0,,,分方向,4.0,转专业,2003019,2023-07-15,,0.0,1,休学
pjxyqxbk813,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:44:27,1105,0501,05011,2020,529.0,2901,29011,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxuqwbj651,,13,延长学制,14,死亡,2024-05-16 16:38:39,1104,0407,04071,2020,,,,2021.0,,,,4.0,转专业,2104071,2024-05-16,,0.0,0,0
pjxpqxbj927,,18,学院异动,31,学籍从书院转入学院,2021-07-16 11:36:58,2321,9296,,2020,1109.0,0902,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2009021,2021-07-16,,0.0,1,休学
pjxyqwbj027,,4,转专业,6,专业分流,2022-08-20 10:04:17,1103,0305,03052,2020,1103.0,0305,03052,2020.0,,,分流,4.0,转专业,2003053W,2022-08-20,,0.0,1,休学
pjxqzxbj996,,16,班级异动,20,班级异动,2021-07-23 11:14:47,1108,0801,08011,2020,1108.0,0801,08014,2020.0,,,根据培养方案要求，2020级录音艺术专业学生在第三学期开始进行专业分流。,4.0,转专业,2008012,2021-07-26,,0.0,1,休学
pjxrqxbj988,,4,转专业,6,专业分流,2022-07-11 10:34:36,1107,0791,,2020,1107.0,0701,07011,2020.0,,,,4.0,转专业,2007011,2022-07-11,,0.0,1,休学
pjxuqwbj517,,4,转专业,5,保留学籍,2022-07-12 20:15:48,1104,0403,,2020,1104.0,0404,,2020.0,,,20212022200052020级转专业,,,2004041,2022-07-12,,,0,0
pjxpqxbj934,,4,转专业,5,保留学籍,2022-07-11 11:49:39,1109,0991,,2020,1106.0,0605,,2020.0,,,20212022200052020级转专业,,,2006051,2022-07-11,,,0,0
pjxsqxbj936,,18,学院异动,31,学籍从书院转入学院,2021-07-16 17:30:41,2320,202004,,2020,1106.0,0691,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2006912,2021-07-16,,0.0,1,休学
pjxyqxbj885,,16,班级异动,20,班级异动,2021-09-01 16:03:52,1102,0201,02018,2020,1102.0,0201,02018,2020.0,,,2021-09-01 00:00:00,4.0,转专业,2002018,2021-09-01,,0.0,1,休学
pjxyqwbk839,,4,转专业,6,专业分流,2022-08-12 11:33:53,1103,0305,03052,2020,1103.0,0305,03052,2020.0,,,分流,4.0,转专业,2003053W,2022-08-12,,0.0,1,休学
pjwrqxbj979,,16,班级异动,20,班级异动,2022-07-11 13:51:34,1104,0407,04078,2020,1104.0,0407,04071,2020.0,,,zy班分流,4.0,转专业,2004071,2022-07-11,,0.0,1,休学
pjxyqwbj698,,4,转专业,6,专业分流,2022-08-20 16:41:22,1103,0301,03017,2020,1103.0,0301,03017,2020.0,,,分流,4.0,转专业,2003013网,2022-08-20,,0.0,1,休学
pjxyqxbj872,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:44:26,1105,0501,05011,2020,529.0,2901,29011,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxyqwbj125,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:25:26,2320,9192,91928,2020,1103.0,0301,03018,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2003018,2021-07-16,,0.0,1,休学
pjxyqwbj985,,4,转专业,6,专业分流,2022-08-20 17:11:42,1103,0301,03015,2020,1103.0,0301,03015,2020.0,,,分流,4.0,转专业,2003011嵌,2022-08-20,,0.0,1,休学
pjxyqxbk201,,13,延长学制,14,死亡,2024-05-15 17:00:35,1102,0206,,2020,,,,2021.0,,,,4.0,转专业,2102061,2024-05-15,,0.0,0,0
pjxrqxbj962,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:22:36,2320,202007,,2020,1107.0,0791,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,209701,2021-07-16,,0.0,1,休学
pjxyqwbj301,,4,转专业,6,专业分流,2022-08-12 15:37:08,1103,0305,,2020,1103.0,0305,03056,2020.0,,,分流,4.0,转专业,2003052云,2022-08-12,,0.0,1,休学
pjxyqxbj485,,16,班级异动,20,班级异动,2022-04-03 12:18:53,1102,0201,,2020,1102.0,0201,02011,2020.0,,,20220403-12,4.0,转专业,2002012,2022-04-03,,0.0,0,0
pjxyqwbj579,,2,复学,26,因病复学-学生申请,2024-06-28 15:53:17,1103,0305,03052,2020,1103.0,20220202,03052,2021.0,1.0,休学,,4.0,转专业,2103052W,2024-06-28,,0.0,1,休学
pjxpqxbj987,,18,学院异动,31,学籍从书院转入学院,2021-07-16 11:30:36,2321,202006,,2020,1109.0,0991,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,209601,2021-07-16,,0.0,1,休学
pjxyqwbj758,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:25:25,2320,9192,91928,2020,1103.0,0301,03018,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2003018,2021-07-16,,0.0,1,休学
pjxyqwbj279,,18,学院异动,31,学籍从书院转入学院,2022-07-13 21:35:11,1103,0305,03051,2021,1103.0,0305,03051,2021.0,,,分流,4.0,转专业,2103052,2022-07-13,,0.0,1,休学
pjxxxxbj916,,18,学院异动,31,学籍从书院转入学院,2021-07-16 16:55:51,2321,9291,92910,2020,1101.0,0101,01901,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2001911,2021-07-16,,0.0,1,休学
pjxyqxbj492,,2,复学,3,退学,2024-03-08 09:06:42,1114,1401,14011,2020,1114.0,1401,14011,2021.0,1.0,休学,,4.0,转专业,2114011,2024-03-08,,0.0,1,休学
pjxuqwbj644,,4,转专业,5,保留学籍,2020-09-18 21:49:48,2320,202003,,2020,2320.0,9195,91958,2020.0,,,2020202110006zy班选拔2020级,,,2004078,2020-09-18,,,0,0
pjxuqwbj564,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:59:33,1105,0501,05018,2020,529.0,2901,290118,2020.0,,,1111,4.0,转专业,2005018,2022-07-12,,0.0,1,休学
pjwtqxbj918,,4,转专业,5,保留学籍,2022-07-13 15:48:23,1115,1502,,2020,1115.0,101011T,,2020.0,,,,4.0,转专业,2015031,2022-07-13,,0.0,1,休学
pjxuqwbj547,,4,转专业,5,保留学籍,2020-09-18 21:49:38,2320,202003,,2020,2320.0,9195,91958,2020.0,,,2020202110006zy班选拔2020级,,,2004078,2020-09-18,,,0,0
pjxyqwbj368,,4,转专业,5,保留学籍,2020-09-18 21:54:46,2320,202002,,2020,2320.0,9192,91929,2020.0,,,2020202110005拔尖班选拔2020级,,,2003019,2020-09-18,,,0,0
